exDate,recDate,subject,faceVal
11-May-2026 16:06:19,11-May-2026 16:06:19,Record Date,1
11-May-2026 15:59:00,11-May-2026 15:59:00,Dividend,1
15-May-2025 20:27:30,15-May-2025 20:27:30,Record Date,1
15-May-2025 19:18:08,15-May-2025 19:18:08,Record Date,1
15-May-2025 18:55:43,15-May-2025 18:55:43,Dividend,1
07-May-2024 20:20:55,07-May-2024 20:20:55,Updates,1
07-May-2024 19:54:47,07-May-2024 19:54:47,Book Closure,1
07-May-2024 18:10:34,07-May-2024 18:10:34,Dividend Updates,1
07-May-2024 18:07:17,07-May-2024 18:07:17,Dividend,1
23-May-2023 18:59:09,23-May-2023 18:59:09,Book Closure,1
23-May-2023 18:38:25,23-May-2023 18:38:25,Dividend,1
23-May-2023 18:22:12,23-May-2023 18:22:12,Dividend,1
05-May-2022 13:33:13,05-May-2022 13:33:13,Book Closure,1
03-May-2022 16:47:45,03-May-2022 16:47:45,Dividend,1
03-May-2022 16:47:43,03-May-2022 16:47:43,Outcome of Board Meeting,1
09-Jul-2021 18:41:29,09-Jul-2021 18:41:29,Book Closure,1
25-Jun-2021 15:47:01,25-Jun-2021 15:47:01,Dividend,1
20-Jul-2020 23:07:00,20-Jul-2020 23:07:00,Book Closure,1
20-May-2020 16:46:00,20-May-2020 16:46:00,Book Closure,1
24-Jul-2019 16:19:00,24-Jul-2019 16:19:00,AGM/Book Closure,1
16-May-2019 16:59:00,16-May-2019 16:59:00,Dividend,1
16-May-2019 16:24:00,16-May-2019 16:24:00,AGM/Book Closure,1
04-May-2018 13:57:00,04-May-2018 13:57:00,Dividend Updates,1
02-May-2017 09:32:00,02-May-2017 09:32:00,AGM/Book Closure,1
29-Apr-2017 19:17:00,29-Apr-2017 19:17:00,Dividend,1
27-Apr-2016 16:14:00,27-Apr-2016 16:14:00,AGM/Book Closure,1
27-Apr-2016 16:08:00,27-Apr-2016 16:08:00,Outcome of Board Meeting,1
27-Apr-2015 14:27:00,27-Apr-2015 14:27:00,AGM/Book Closure,1
27-Apr-2015 14:00:00,27-Apr-2015 14:00:00,Date of payment of dividend,1
27-Apr-2015 13:53:00,27-Apr-2015 13:53:00,Dividend,1
05-May-2014 11:48:00,05-May-2014 11:48:00,AGM/Book Closure,1
30-Apr-2014 16:24:00,30-Apr-2014 16:24:00,Dividend,1
16-Jul-2013 09:04:00,16-Jul-2013 09:04:00,Date of payment of dividend,1
03-May-2013 15:32:00,03-May-2013 15:32:00,Dividend,1
03-May-2013 14:24:00,03-May-2013 14:24:00,Date of payment of dividend,1
03-May-2013 14:20:00,03-May-2013 14:20:00,AGM/Book Closure,1
13-Jul-2012 11:59:00,13-Jul-2012 11:59:00,Date of payment of dividend,1
02-May-2012 12:15:00,02-May-2012 12:15:00,AGM / Book Closure,1
30-Apr-2012 18:55:00,30-Apr-2012 18:55:00,Dividend,1
28-Apr-2011 16:25:00,28-Apr-2011 16:25:00,Date of payment of dividend,1
28-Apr-2011 16:24:00,28-Apr-2011 16:24:00,AGM / Book Closure,1
28-Apr-2011 15:02:00,28-Apr-2011 15:02:00,Dividend,1
23-Jun-2010 14:55:00,23-Jun-2010 14:55:00,Date of payment of dividend,1
01-Jun-2010 16:47:00,01-Jun-2010 16:47:00,AGM/Book Closure,1
27-Apr-2010 15:36:00,27-Apr-2010 15:36:00,Dividend,1
