broadCastDate,relatingTo,consolidated,audited,fromDate,toDate,xbrl
28-JAN-2025,Qtr ended 31-DEC-2024,U,Audited,01-OCT-2024,31-DEC-2024,
13-NOV-2024,Qtr ended 30-SEP-2024,U,Audited,01-JUL-2024,30-SEP-2024,
