bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Oil & Natural Gas Corporation Limited,18-Feb-2026,5,-,INE213A01011,-,-,18-Feb-2026,EQ,Interim Dividend - Rs 6.25 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,14-Nov-2025,5,-,INE213A01011,-,-,14-Nov-2025,EQ,Interim Dividend - Rs 6 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,04-Sep-2025,5,-,INE213A01011,-,-,04-Sep-2025,EQ,Dividend - Rs 1.25 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,07-Feb-2025,5,-,INE213A01011,-,-,07-Feb-2025,EQ,Interim Dividend - Rs 5 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,19-Nov-2024,5,-,INE213A01011,-,-,20-Nov-2024,EQ,Interim Dividend - Rs 6 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,23-Aug-2024,5,-,INE213A01011,-,-,23-Aug-2024,EQ,Dividend - Rs 2.50 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,16-Feb-2024,5,-,INE213A01011,-,-,17-Feb-2024,EQ,Interim Dividend - Rs 4 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,21-Nov-2023,5,-,INE213A01011,-,-,21-Nov-2023,EQ,Interim Dividend - Rs 5.75 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,18-Aug-2023,5,-,INE213A01011,-,-,18-Aug-2023,EQ,Dividend - Re 0.50 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
-,-,Oil & Natural Gas Corporation Limited,24-Feb-2023,5,-,INE213A01011,-,-,24-Feb-2023,EQ,Interim Dividend - Rs 4 Per Share,ONGC,Oil & Natural Gas Corporation Ltd.,,
