bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,intimationType,ixbrl,ixbrlFileSize,meetingType,oriiginalMeetingDate,proposedMeetingDate,symbol,company_name,bm_source
M&M,30-Jul-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters",Automobiles - 4 Wheelers,25-Jun-2026 19:55:37,Mahindra & Mahindra Limited,INE101A01026,00:00:00,25-Jun-2026 19:55:37,327.54 KB,https://nsearchives.nseindia.com/corporate/ferozebaria_25062026195450_SEIntimationBoardMeeting30072026.pdf,,,,,,,,,
M&M,05-May-2026,Financial Results/Dividend/Other business matters,"To consider and approve the financial results for the period ended March 31, 2026, dividend and other business matters",Automobiles - 4 Wheelers,24-Mar-2026 16:14:31,Mahindra & Mahindra Limited,INE101A01026,00:00:00,24-Mar-2026 16:14:31,344.56 KB,https://nsearchives.nseindia.com/corporate/ferozebaria_24032026161327_SEIntimationBoardMeeting05052026.pdf,,,,,,,,,
M&M,11-Feb-2026,Board Meeting Intimation,Mahindra & Mahindra Limited has informed the Exchange about Board Meeting to be held on 11-Feb-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2025 and Other business.,Automobiles - 4 Wheelers,24-Dec-2025 11:49:27,Mahindra & Mahindra Limited,INE101A01026,00:00:03,24-Dec-2025 11:49:30,7.39 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_74354_1589334_24122025114925_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_74354_24122025114925_iXBRL_WEB.html,3.94 KB,,,,,,
M&M,04-Nov-2025,Board Meeting Intimation,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 04-Nov-2025 to consider and approve the Half Yearly Unaudited Financial results of the Company for the period ended September 2025 and Other business.,Automobiles - 4 Wheelers,25-Sep-2025 17:22:23,Mahindra & Mahindra Limited,INE101A01026,00:00:02,25-Sep-2025 17:22:25,7.39 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_66921_1532629_25092025052221_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_66921_25092025172221_iXBRL_WEB.html,3.93 KB,,,,,,
M&M,31-Jul-2025,Board Meeting Intimation,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 31-Jul-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2025 and Other business.,Automobiles - 4 Wheelers,21-Jul-2025 20:18:34,Mahindra & Mahindra Limited,INE101A01026,00:00:03,21-Jul-2025 20:18:37,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_60386_1489744_21072025081832_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_60386_21072025201832_iXBRL_WEB.html,,,,,,,
M&M,30-Jul-2025,Financial Results/Other business matters,"M&M : 30-Jul-2025 :  The Company has informed the Exchange that a Board meeting to be held on July 31, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on July 30, 2025, To consider and approve the financial results for the period ended Jun 30, 2025 and other business matters",Automobiles - 4 Wheelers,30-Jul-2025 14:16:57,Mahindra & Mahindra Limited,INE101A01026,00:00:00,30-Jul-2025 14:16:57,218.18 KB,https://nsearchives.nseindia.com/corporate/ferozebaria_30072025141446_SEIntimationBoardMeetingPrepone30thJuly2025.pdf,,,,,,,,,
M&M,05-May-2025,Board Meeting Intimation,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 05-May-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Dividend/Other business.,Automobiles - 4 Wheelers,29-Apr-2025 10:56:40,Mahindra & Mahindra Limited,INE101A01026,00:00:02,29-Apr-2025 10:56:42,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_51661_1427119_29042025105637_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_51661_29042025105637_iXBRL_WEB.html,,,,,,,
M&M,07-Feb-2025,Board Meeting Intimation,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 07-Feb-2025 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended December 2024 and Other business.,Automobiles - 4 Wheelers,30-Jan-2025 20:03:28,Mahindra & Mahindra Limited,INE101A01026,00:00:04,30-Jan-2025 20:03:32,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_45481_1366628_30012025080325_WEB.xml,,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_45481_30012025200325_iXBRL_WEB.html,,,,,,,
M&M,07-Nov-2024,Board Meeting Intimation,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 07-Nov-2024 to consider and approve the Half Yearly Unaudited Financial results of the Company for the period ended September 2024 and Other business.,Automobiles - 4 Wheelers,28-Oct-2024 20:34:40,Mahindra & Mahindra Limited,INE101A01026,00:00:02,28-Oct-2024 20:34:42,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_38744_1291574_28102024083437_WEB.xml,,,,,,,,,
M&M,31-Jul-2024,MAHINDRA & MAHINDRA LIMITED has informed the Exchange about Board Meeting to be held on 31-Jul-2024 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2024 and Other business.,Board Meeting Intimation,Automobiles - 4 Wheelers,12-Jul-2024 20:50:26,Mahindra & Mahindra Limited,INE101A01026,00:00:02,12-Jul-2024 20:50:28,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_29584_1183394_12072024085023_WEB.xml,,,,,,,,,
M&M,16-May-2024,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding Outcome of Board Meeting held on May 16, 2024.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,26-May-2023,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding  Board meeting held on May 26, 2023.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,28-May-2022,Outcome of Board Meeting,Mahindra & Mahindra Limited  has informed the Exchange about Board Meeting held on 28-May-2022 to consider financial statements for the period ended March 2022 and Dividend,,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,28-May-2021,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding  Board meeting held on May 28, 2021.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,29-May-2019,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding Outcome of Board Meeting held on May 29, 2019.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,30-May-2017,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding Outcome of Board Meeting held on May 30, 2017.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,30-May-2016,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding the Outcome of Board Meeting of the Company held on May 30, 2016.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,29-May-2015,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding outcome of meeting of the Board of Directors of the Company held on May 29, 2015.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,30-May-2011,Outcome of Board Meeting,"Mahindra & Mahindra Limited has informed the Exchange regarding the outcome of the Meeting of the Board of Directors of the Company held on May 30, 2011.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,03-May-2008,Outcome of Board Meeting,"Mahindra & Mahindra Ltd. has informed the Exchange that the Board of Directors of the Company at its Meeting held on May 03, 2008 has inter alia, subject to receipt of requisite approvals approved raising additional resources though issuance of 93,95,974,  9.25% p.a. Unsecured Fully and Compulsorily Convertible Debentures (""FCD"" or ""FCDs"") of the Face Value of Rs.745 each aggregating Rs.700,00,00,630 to Golboot Holdings Limited, an entity controlled by Goldman Sachs, each FCD being convertible into one Equity Share of Rs.10 each in the Company at a price of Rs.745 per Share (including premium of Rs.735 per Share) in accordance with Chapter XIII of the Securities and Exchange Board of India (Disclosure & Investor Protection) Guidelines, 2000. The details of the same shall be available on the NSE website (http://www.nseindia.com) under: Corporates > Latest Announcements and on the Extranet Server (/Common/Corporate Announcements).<a href=/content/corporate/Mahindra_Out_BM_03052008.zip target=NEW> For more details click here.</a>",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
M&M,30-May-2005,Outcome of Board Meeting,"Mahindra & Mahindra Ltd. has informed the Exchange that the Board of Directors of the Company at its Meeting held on May 30, 2005 have interalia approved of investment of a sum not exceeding Rs.140 crores in Mahindra Automotive Steels Private Limited (MASPL), a wholly owned subsidiary of the Company, in one or more tranches, to enable MASPL to acquire the controls and crankshaft machining facilities and other balancing machines and to fund its acquisition and growth plans in the auto component business.Besides the Board of Directors of MASPL at its meeting held on May 30, 2005 have approved of a proposal involving interalia the merger of Chakan Unit of Amforge Industries Limited (AIL) being demerged from AIL into MASPL, subject to necessary approvals being obtained.At the said Board Meeting, the Board of MASPL also approved of appointments of Legal Advisor(s), Valuer(s) etc. for finalising the Scheme of Arrangement, valuation of the Chakan Undertaking of AIL and determining the appropriate terms of the merger including consideration thereof.",,,Mahindra & Mahindra Limited,INE101A01026,,,,,,,,,,,M&M,,announcements
