bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name,caBroadcastDate,ca_source
-,-,Sun Pharmaceutical Industries Limited,07-Jul-2026,1,-,INE044A01028,-,-,07-Jul-2026,EQ,Dividend - Rs 5 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,05-Feb-2026,1,-,INE044A01028,-,-,05-Feb-2026,EQ,Interim Dividend - Rs 11 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,07-Jul-2025,1,-,INE044A01028,-,-,07-Jul-2025,EQ,Dividend - Rs 5.50 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,06-Feb-2025,1,-,INE044A01028,-,-,06-Feb-2025,EQ,Interim Dividend - Rs 10.50 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,12-Jul-2024,1,-,INE044A01028,-,-,12-Jul-2024,EQ,Dividend - Rs 5 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,09-Feb-2024,1,-,INE044A01028,-,-,09-Feb-2024,EQ,Interim Dividend - Rs 8.50 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,28-Jul-2023,1,-,INE044A01028,-,-,28-Jul-2023,EQ,Dividend - Rs 4 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,08-Feb-2023,1,-,INE044A01028,-,-,08-Feb-2023,EQ,Interim Dividend - Rs 7.50 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,19-Aug-2022,1,-,INE044A01028,-,-,22-Aug-2022,EQ,Dividend - Rs 3 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
-,-,Sun Pharmaceutical Industries Limited,09-Feb-2022,1,-,INE044A01028,-,-,10-Feb-2022,EQ,Interim Dividend - Rs 7 Per Share,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,,
