bm_symbol,bm_date,bm_purpose,bm_desc,sm_indusrty,bm_timestamp,sm_name,sm_isin,diff,sysTime,attFileSize,attachment,ixbrl,ixbrlFileSize,symbol,company_name,bm_source
ETERNAL,22-Jul-2026,Board Meeting Intimation,ETERNAL LIMITED has informed the Exchange about Board Meeting to be held on 22-Jul-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .,-,15-Jul-2026 17:12:28,ETERNAL LIMITED,INE758T01015,00:00:03,15-Jul-2026 17:12:31,14.48 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_543320_1572026171222_PRIOR_INTIMATION_WebXMLFile_20260715_171226268.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_19405_20260715_171226286_WEB.html,3.23 KB,ETERNAL,Eternal Ltd.,
ETERNAL,28-Apr-2026,Board Meeting Intimation,ETERNAL LIMITED has informed the Exchange about Board Meeting to be held on 28-Apr-2026 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2026 .,-,22-Apr-2026 18:04:18,ETERNAL LIMITED,INE758T01015,00:00:02,22-Apr-2026 18:04:20,14.82 KB,https://nsearchives.nseindia.com/corporate/xbrl/PIBM_543320_224202618414_PRIOR_INTIMATION_WebXMLFile_20260422_180416422.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_20260422_180416_WEB.html,3.57 KB,ETERNAL,Eternal Ltd.,
ETERNAL,21-Jan-2026,Board Meeting Intimation,Eternal Limited has informed the Exchange about Board Meeting to be held on 21-Jan-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2025 .,-,15-Jan-2026 17:31:59,ETERNAL LIMITED,INE758T01015,00:00:03,15-Jan-2026 17:32:02,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_75552_1601683_15012026053158_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_75552_15012026173158_iXBRL_WEB.html,2.92 KB,ETERNAL,Eternal Ltd.,
ETERNAL,16-Oct-2025,Board Meeting Intimation,ETERNAL LIMITED has informed the Exchange about Board Meeting to be held on 16-Oct-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Half Yearly ended September 2025 .,-,13-Oct-2025 16:27:02,ETERNAL LIMITED,INE758T01015,00:00:03,13-Oct-2025 16:27:05,6.51 KB,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_68370_1546220_13102025042700_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_68370_13102025162700_iXBRL_WEB.html,2.93 KB,ETERNAL,Eternal Ltd.,
ETERNAL,21-Jul-2025,Board Meeting Intimation,ETERNAL LIMITED has informed the Exchange about Board Meeting to be held on 21-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,-,16-Jul-2025 21:07:01,ETERNAL LIMITED,INE758T01015,00:00:03,16-Jul-2025 21:07:04,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59965_1484846_16072025090658_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_59965_16072025210658_iXBRL_WEB.html,,ETERNAL,Eternal Ltd.,
ETERNAL,01-May-2025,Board Meeting Intimation,Eternal Limited has informed the Exchange about Board Meeting to be held on 01-May-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2025 .,-,28-Apr-2025 17:47:57,ETERNAL LIMITED,INE758T01015,00:00:03,28-Apr-2025 17:48:00,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_51580_1426547_28042025054754_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_51580_28042025174754_iXBRL_WEB.html,,ETERNAL,Eternal Ltd.,
ETERNAL,20-Jan-2025,Board Meeting Intimation,ZOMATO LIMITED has informed the Exchange about Board Meeting to be held on 20-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,-,15-Jan-2025 18:24:30,ETERNAL LIMITED,INE758T01015,00:00:03,15-Jan-2025 18:24:33,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_43834_1346532_15012025062427_WEB.xml,https://nsearchives.nseindia.com/corporate/ixbrl/PRIOR_INTIMATION_43834_15012025182426_iXBRL_WEB.html,,ETERNAL,Eternal Ltd.,
ETERNAL,22-Oct-2024,ZOMATO LIMITED has informed the Exchange about Board Meeting to be held on 22-Oct-2024 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended September 2024 and Fund raising.,Board Meeting Intimation,-,17-Oct-2024 23:27:56,ETERNAL LIMITED,INE758T01015,00:00:03,17-Oct-2024 23:27:59,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_37800_1276233_17102024112753_WEB.xml,,,ETERNAL,Eternal Ltd.,
ETERNAL,21-Aug-2024,Outcome of Board Meeting,"Zomato Limited has informed the Exchange regarding outcome of board meeting held on August 21, 2024.",,,ETERNAL LIMITED,INE758T01015,,,,,,,ETERNAL,Eternal Ltd.,announcements
ETERNAL,01-Aug-2024,ZOMATO LIMITED has informed the Exchange about Board Meeting to be held on 01-Aug-2024 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2024 .,Board Meeting Intimation,-,25-Jul-2024 16:50:55,ETERNAL LIMITED,INE758T01015,00:00:02,25-Jul-2024 16:50:57,,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_30600_1202426_25072024045052_WEB.xml,,,ETERNAL,Eternal Ltd.,
