audited,bank,broadCastDate,companyName,consolidated,cumulative,difference,exchdisstime,filingDate,financialYear,format,fromDate,indAs,industry,isin,oldNewFlag,params,period,reInd,relatingTo,resultDescription,resultDetailedDataLink,seqNumber,symbol,toDate,xbrl
Un-Audited,N,06-Feb-2025 15:40:57,Trent Limited,Consolidated,Non-cumulative,00:00:39,06-Feb-2025 15:41:36,06-Feb-2025 15:40,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE849A01012,N,01-Oct-202431-Dec-2024Q3UNNCNETRENT,Quarterly,N,Third Quarter,,,1192865,TRENT,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118848_1372740_06022025034057.xml
Un-Audited,N,06-Feb-2025 15:38:26,Trent Limited,Non-Consolidated,Non-cumulative,00:00:27,06-Feb-2025 15:38:53,06-Feb-2025 15:38,01-Apr-2024 To 31-Mar-2025,New,01-Oct-2024,Ind-AS New,-,INE849A01012,N,01-Oct-202431-Dec-2024Q3UNNNNETRENT,Quarterly,N,Third Quarter,,,1192863,TRENT,31-Dec-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118847_1372734_06022025033826.xml
Un-Audited,N,08-Nov-2024 10:41:43,Trent Limited,Consolidated,Non-cumulative,00:00:44,08-Nov-2024 10:42:27,08-Nov-2024 10:41,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE849A01012,N,01-Jul-202430-Sep-2024Q2UNNCNETRENT,Quarterly,N,Second Quarter,,,1184673,TRENT,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_114461_1300815_08112024104143.xml
Un-Audited,N,08-Nov-2024 10:38:26,Trent Limited,Non-Consolidated,Non-cumulative,00:00:13,08-Nov-2024 10:38:39,08-Nov-2024 10:38,01-Apr-2024 To 31-Mar-2025,New,01-Jul-2024,Ind-AS New,-,INE849A01012,N,01-Jul-202430-Sep-2024Q2UNNNNETRENT,Quarterly,N,Second Quarter,,,1184671,TRENT,30-Sep-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_114460_1300812_08112024103826.xml
Un-Audited,N,09-Aug-2024 15:46:16,Trent Limited,Consolidated,Non-cumulative,00:00:49,09-Aug-2024 15:47:05,09-Aug-2024 15:46,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE849A01012,N,01-Apr-202430-Jun-2024Q1UNNCNETRENT,Quarterly,N,First Quarter,,,1179558,TRENT,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_111001_1218555_09082024034616.xml
Un-Audited,N,09-Aug-2024 15:44:21,Trent Limited,Non-Consolidated,Non-cumulative,00:00:22,09-Aug-2024 15:44:43,09-Aug-2024 15:44,01-Apr-2024 To 31-Mar-2025,New,01-Apr-2024,Ind-AS New,-,INE849A01012,N,01-Apr-202430-Jun-2024Q1UNNNNETRENT,Quarterly,N,First Quarter,,,1179554,TRENT,30-Jun-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_110997_1218543_09082024034421.xml
Audited,N,30-Apr-2024 14:55:48,Trent Limited,Consolidated,Cumulative,00:00:19,30-Apr-2024 14:56:07,30-Apr-2024 14:55,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE849A01012,N,01-Apr-202331-Mar-2024ANANCCNETRENT,Annual,N,Annual,,,1169821,TRENT,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104993_1111845_30042024025547.xml
Un-Audited,N,30-Apr-2024 14:55:47,Trent Limited,Consolidated,Non-cumulative,00:00:07,30-Apr-2024 14:55:54,30-Apr-2024 14:55,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE849A01012,N,01-Jan-202431-Mar-2024Q4UNNCNETRENT,Quarterly,N,Fourth Quarter,,,1169820,TRENT,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104993_1111845_30042024025547.xml
Audited,N,30-Apr-2024 14:42:23,Trent Limited,Non-Consolidated,Cumulative,00:00:20,30-Apr-2024 14:42:43,30-Apr-2024 14:42,01-Apr-2023 To 31-Mar-2024,New,01-Apr-2023,Ind-AS New,-,INE849A01012,N,01-Apr-202331-Mar-2024ANANCNNETRENT,Annual,N,Annual,,,1169815,TRENT,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104990_1111805_30042024024222.xml
Un-Audited,N,30-Apr-2024 14:42:22,Trent Limited,Non-Consolidated,Non-cumulative,00:00:08,30-Apr-2024 14:42:30,30-Apr-2024 14:42,01-Apr-2023 To 31-Mar-2024,New,01-Jan-2024,Ind-AS New,-,INE849A01012,N,01-Jan-202431-Mar-2024Q4UNNNNETRENT,Quarterly,N,Fourth Quarter,,,1169814,TRENT,31-Mar-2024,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104990_1111805_30042024024222.xml
Un-Audited,N,07-Feb-2024 17:18:22,Trent Limited,Consolidated,Non-cumulative,00:05:43,07-Feb-2024 17:24:05,07-Feb-2024 17:18,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE849A01012,N,01-Oct-202331-Dec-2023Q3UNNCNETRENT,Quarterly,N,Third Quarter,,,1165191,TRENT,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_102600_1047082_07022024051822.xml
Un-Audited,N,07-Feb-2024 16:59:40,Trent Limited,Non-Consolidated,Non-cumulative,00:02:26,07-Feb-2024 17:02:06,07-Feb-2024 16:59,01-Apr-2023 To 31-Mar-2024,New,01-Oct-2023,Ind-AS New,-,INE849A01012,N,01-Oct-202331-Dec-2023Q3UNNNNETRENT,Quarterly,N,Third Quarter,,,1165161,TRENT,31-Dec-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_102585_1046994_07022024045940.xml
Un-Audited,N,07-Nov-2023 17:13:41,Trent Limited,Consolidated,Non-cumulative,32:26:25,09-Nov-2023 01:40:06,07-Nov-2023 17:13,01-Apr-2023 To 31-Mar-2024,New,01-Jul-2023,Ind-AS New,-,INE849A01012,N,01-Jul-202330-Sep-2023Q2UNNCNETRENT,Quarterly,N,Second Quarter,,,1158451,TRENT,30-Sep-2023,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_99175_979023_07112023051341.xml
