exDate,recDate,subject,faceVal
30-Apr-2026 13:28:01,30-Apr-2026 13:28:01,Record Date,1
30-Apr-2026 13:25:35,30-Apr-2026 13:25:35,Dividend,1
30-Jan-2026 17:58:51,30-Jan-2026 17:58:51,Record Date,1
30-Jan-2026 17:15:24,30-Jan-2026 17:15:24,Dividend,1
25-Apr-2025 15:04:48,25-Apr-2025 15:04:48,Record Date,1
31-Jan-2025 20:27:26,31-Jan-2025 20:27:26,Record Date,1
31-Jan-2025 14:04:09,31-Jan-2025 14:04:09,Dividend,1
11-Jul-2024 18:33:06,11-Jul-2024 18:33:06,Book Closure,1
30-Apr-2024 15:27:55,30-Apr-2024 15:27:55,Dividend,1
19-Jan-2024 18:25:56,19-Jan-2024 18:25:56,Dividend Updates,1
03-May-2023 18:52:11,03-May-2023 18:52:11,Book Closure,1
31-Jan-2023 18:28:49,31-Jan-2023 18:28:49,Record Date,1
31-Jan-2023 18:15:23,31-Jan-2023 18:15:23,Dividend,1
11-Jan-2023 11:53:49,11-Jan-2023 11:53:49,Dividend Updates,1
07-Jul-2022 16:19:18,07-Jul-2022 16:19:18,Book Closure,1
06-May-2022 18:07:09,06-May-2022 18:07:09,General updates,1
05-May-2022 18:35:16,05-May-2022 18:35:16,Dividend,1
05-May-2022 18:35:14,05-May-2022 18:35:14,Outcome of Board Meeting,1
01-Feb-2022 19:12:33,01-Feb-2022 19:12:33,Record Date,1
27-Jan-2022 14:17:59,27-Jan-2022 14:17:59,Dividend Updates,1
07-May-2021 18:52:38,07-May-2021 18:52:38,Book Closure,1
07-May-2021 18:36:33,07-May-2021 18:36:33,Book Closure,1
07-May-2021 18:29:14,07-May-2021 18:29:14,Dividend,1
29-Jan-2021 16:36:38,29-Jan-2021 16:36:38,Record Date,1
21-Jan-2021 15:09:20,21-Jan-2021 15:09:20,Dividend Updates,1
26-Feb-2020 13:23:00,26-Feb-2020 13:23:00,Dividend,1
20-Feb-2020 11:33:00,20-Feb-2020 11:33:00,Record Date,1
12-Dec-2019 12:52:00,12-Dec-2019 12:52:00,Dividend,1
12-Dec-2019 12:31:00,12-Dec-2019 12:31:00,Record Date,1
12-Dec-2019 12:03:00,12-Dec-2019 12:03:00,Outcome of Board Meeting,1
18-Jun-2019 17:02:00,18-Jun-2019 17:02:00,Dividend Updates,1
30-Apr-2019 09:51:00,30-Apr-2019 09:51:00,Book Closure,1
30-Apr-2019 09:14:00,30-Apr-2019 09:14:00,Dividend,1
27-Apr-2019 17:09:00,27-Apr-2019 17:09:00,Stock split,1
30-Jan-2019 18:45:00,30-Jan-2019 18:45:00,Record Date,1
30-Jan-2019 18:40:00,30-Jan-2019 18:40:00,Dividend,1
30-Jan-2019 17:44:00,30-Jan-2019 17:44:00,Outcome of Board Meeting,1
24-Apr-2018 11:20:00,24-Apr-2018 11:20:00,AGM/Book Closure,1
23-Apr-2018 15:09:00,23-Apr-2018 15:09:00,Dividend,1
30-Jan-2018 17:57:00,30-Jan-2018 17:57:00,Record Date,1
30-Jan-2018 17:46:00,30-Jan-2018 17:46:00,Dividend,1
28-Apr-2017 19:15:00,28-Apr-2017 19:15:00,Book Closure,1
28-Apr-2017 19:06:00,28-Apr-2017 19:06:00,Dividend,1
25-Jan-2017 16:47:00,25-Jan-2017 16:47:00,Record Date,1
25-Jan-2017 16:46:00,25-Jan-2017 16:46:00,Dividend,1
30-Apr-2016 12:29:00,30-Apr-2016 12:29:00,Book Closure,1
29-Apr-2016 19:36:00,29-Apr-2016 19:36:00,Dividend,1
29-Jan-2016 19:10:00,29-Jan-2016 19:10:00,Record Date,1
29-Jan-2016 18:12:00,29-Jan-2016 18:12:00,Dividend,1
02-Sep-2015 14:51:00,02-Sep-2015 14:51:00,Outcome of Board Meeting,1
25-Apr-2015 13:19:00,25-Apr-2015 13:19:00,AGM/Book Closure,1
25-Apr-2015 13:18:00,25-Apr-2015 13:18:00,Dividend,1
27-Jan-2015 19:19:00,27-Jan-2015 19:19:00,Record Date,1
27-Jan-2015 19:04:00,27-Jan-2015 19:04:00,Dividend,1
28-Apr-2014 16:44:00,28-Apr-2014 16:44:00,Book Closure,1
28-Apr-2014 16:32:00,28-Apr-2014 16:32:00,Dividend,1
30-Jan-2014 10:40:00,30-Jan-2014 10:40:00,Record Date,1
30-Jan-2014 08:20:00,30-Jan-2014 08:20:00,Dividend,1
29-Apr-2013 17:36:00,29-Apr-2013 17:36:00,AGM/Book Closure,1
26-Apr-2013 19:36:00,26-Apr-2013 19:36:00,Dividend,1
18-Jan-2013 20:47:00,18-Jan-2013 20:47:00,Interim Dividend,1
18-Jan-2013 20:47:00,18-Jan-2013 20:47:00,Record Date,1
22-May-2012 15:27:00,22-May-2012 15:27:00,AGM / Book Closure,1
27-Apr-2012 09:03:00,27-Apr-2012 09:03:00,Dividend,1
02-Feb-2012 21:16:00,02-Feb-2012 21:16:00,Record Date,1
02-Feb-2012 10:17:00,02-Feb-2012 10:17:00,Dividend,1
06-May-2011 09:35:00,06-May-2011 09:35:00,AGM / Book Closure,1
02-May-2011 11:25:00,02-May-2011 11:25:00,Dividend,1
27-Apr-2010 16:07:00,27-Apr-2010 16:07:00,Record Date,1
27-Apr-2010 08:36:00,27-Apr-2010 08:36:00,Dividend,1
18-May-2009 18:16:00,18-May-2009 18:16:00,AGM/Book Closure/Others,1
25-Apr-2008 18:08:00,25-Apr-2008 18:08:00,Dividend/Book Closure/Date of AGM,1
25-Apr-2008 17:58:00,25-Apr-2008 17:58:00,Press Release,1
26-Apr-2007 11:40:00,26-Apr-2007 11:40:00,News Release,1
25-Apr-2007 18:20:00,25-Apr-2007 18:20:00,Dividend/Book Closure/Date of AGM,1
24-Apr-2006 00:00:00,24-Apr-2006 00:00:00,Dividend/Book Closure/Date of AGM,1
