bcEndDate,bcStartDate,comp,exDate,faceVal,ind,isin,ndEndDate,ndStartDate,recDate,series,subject,symbol,company_name
-,-,InterGlobe Aviation Limited,13-Aug-2025,10,-,INE646L01027,-,-,13-Aug-2025,EQ,Dividend - Rs 10 Per Share,INDIGO,InterGlobe Aviation Ltd.
24-Aug-2023,18-Aug-2023,InterGlobe Aviation Limited,17-Aug-2023,10,-,INE646L01027,-,-,-,EQ,Annual General Meeting,INDIGO,InterGlobe Aviation Ltd.
26-Aug-2022,20-Aug-2022,InterGlobe Aviation Limited,18-Aug-2022,10,-,INE646L01027,-,-,-,EQ,Annual General Meeting,INDIGO,InterGlobe Aviation Ltd.
31-Aug-2021,25-Aug-2021,InterGlobe Aviation Limited,23-Aug-2021,10,-,INE646L01027,-,-,-,EQ, Annual General Meeting,INDIGO,InterGlobe Aviation Ltd.
04-Sep-2020,29-Aug-2020,InterGlobe Aviation Limited,27-Aug-2020,10,-,INE646L01027,-,-,-,EQ, Annual General Meeting,INDIGO,InterGlobe Aviation Ltd.
27-Aug-2019,21-Aug-2019,InterGlobe Aviation Limited,19-Aug-2019,10,-,INE646L01027,-,-,-,EQ, Annual General Meeting/Dividend - Rs 5 Per Share,INDIGO,InterGlobe Aviation Ltd.
10-Aug-2018,04-Aug-2018,InterGlobe Aviation Limited,02-Aug-2018,10,-,INE646L01027,-,-,-,EQ, Annual General Meeting/Dividend- Rs 6 Per Share,INDIGO,InterGlobe Aviation Ltd.
28-Aug-2017,22-Aug-2017,InterGlobe Aviation Limited,18-Aug-2017,10,-,INE646L01027,-,-,-,EQ, Annual General Meeting/Dividend - Rs 34/- Per Share,INDIGO,InterGlobe Aviation Ltd.
21-Sep-2016,15-Sep-2016,InterGlobe Aviation Limited,12-Sep-2016,10,-,INE646L01027,-,-,-,EQ, Dividend - Rs 15/- Per Share,INDIGO,InterGlobe Aviation Ltd.
