exDate,recDate,subject,faceVal
07-Aug-2026 18:52:34,07-Aug-2026 18:52:34,Record Date,1
24-Jun-2026 13:26:05,24-Jun-2026 13:26:05,Record Date,1
13-May-2026 13:46:45,13-May-2026 13:46:45,Dividend,1
17-Mar-2026 14:27:39,17-Mar-2026 14:27:39,Record Date,1
17-Mar-2026 14:23:59,17-Mar-2026 14:23:59,Dividend,1
05-Feb-2026 13:52:51,05-Feb-2026 13:52:51,Record Date,1
05-Feb-2026 13:41:25,05-Feb-2026 13:41:25,Dividend,1
07-Nov-2025 15:16:29,07-Nov-2025 15:16:29,Record Date,1
07-Nov-2025 14:53:09,07-Nov-2025 14:53:09,Record Date,1
07-Nov-2025 14:46:43,07-Nov-2025 14:46:43,Dividend,1
06-Aug-2025 13:19:42,06-Aug-2025 13:19:42,Record Date,1
06-Aug-2025 13:18:26,06-Aug-2025 13:18:26,Dividend,1
06-Aug-2025 13:16:36,06-Aug-2025 13:16:36,Dividend,1
21-May-2025 13:17:37,21-May-2025 13:17:37,Record Date,1
21-May-2025 13:15:04,21-May-2025 13:15:04,Dividend,1
12-Mar-2025 13:07:42,12-Mar-2025 13:07:42,Record Date,1
12-Mar-2025 13:06:23,12-Mar-2025 13:06:23,Outcome of Board Meeting,1
12-Mar-2025 13:03:15,12-Mar-2025 13:03:15,Dividend,1
12-Feb-2025 13:20:08,12-Feb-2025 13:20:08,Record Date,1
12-Feb-2025 13:06:35,12-Feb-2025 13:06:35,Dividend,1
08-Nov-2024 15:31:04,08-Nov-2024 15:31:04,Record Date,1
08-Nov-2024 15:29:02,08-Nov-2024 15:29:02,Dividend,1
06-Aug-2024 14:38:30,06-Aug-2024 14:38:30,Dividend,1
06-Aug-2024 14:30:44,06-Aug-2024 14:30:44,Dividend,1
15-May-2024 11:59:28,15-May-2024 11:59:28,Dividend,1
11-Mar-2024 17:25:54,11-Mar-2024 17:25:54,Record Date,1
11-Mar-2024 17:24:22,11-Mar-2024 17:24:22,Dividend,1
08-Feb-2024 15:38:41,08-Feb-2024 15:38:41,Dividend,1
08-Feb-2024 15:17:38,08-Feb-2024 15:17:38,Record Date,1
08-Nov-2023 19:42:33,08-Nov-2023 19:42:33,Record Date,1
08-Nov-2023 19:40:07,08-Nov-2023 19:40:07,Dividend,1
27-May-2023 17:54:07,27-May-2023 17:54:07,Record Date,1
27-May-2023 17:52:51,27-May-2023 17:52:51,Dividend,1
20-Mar-2023 17:26:34,20-Mar-2023 17:26:34,Record Date,1
13-Feb-2023 16:29:46,13-Feb-2023 16:29:46,Record Date,1
13-Feb-2023 16:27:11,13-Feb-2023 16:27:11,Dividend Updates,1
14-Nov-2022 11:21:49,14-Nov-2022 11:21:49,Record Date,1
10-Nov-2022 14:29:46,10-Nov-2022 14:29:46,Dividend,1
10-Nov-2022 14:26:42,10-Nov-2022 14:26:42,Outcome of Board Meeting,1
10-Nov-2022 14:26:40,10-Nov-2022 14:26:40,Dividend,1
12-Aug-2022 14:54:21,12-Aug-2022 14:54:21,Record Date,1
12-Aug-2022 14:39:23,12-Aug-2022 14:39:23,Dividend,1
12-Aug-2022 14:39:21,12-Aug-2022 14:39:21,Outcome of Board Meeting,1
25-May-2022 15:41:33,25-May-2022 15:41:33,Dividend,1
25-May-2022 15:41:30,25-May-2022 15:41:30,Outcome of Board Meeting,1
25-May-2022 15:37:32,25-May-2022 15:37:32,Record Date,1
11-Feb-2022 14:48:45,11-Feb-2022 14:48:45,Record Date,1
11-Feb-2022 14:39:14,11-Feb-2022 14:39:14,Outcome of Board Meeting,1
11-Nov-2021 16:25:05,11-Nov-2021 16:25:05,Record Date,1
08-Nov-2021 18:50:21,08-Nov-2021 18:50:21,Dividend Updates,1
12-Aug-2021 15:10:11,12-Aug-2021 15:10:11,Record Date,1
12-Aug-2021 14:53:57,12-Aug-2021 14:53:57,Dividend,1
09-Aug-2021 18:00:53,09-Aug-2021 18:00:53,Dividend Updates,1
22-Jun-2021 21:46:19,22-Jun-2021 21:46:19,Record Date,1
15-Jun-2021 13:32:43,15-Jun-2021 13:32:43,Dividend Updates,1
12-Mar-2021 17:15:16,12-Mar-2021 17:15:16,Dividend,1
09-Mar-2021 21:13:56,09-Mar-2021 21:13:56,Record Date,1
08-Mar-2021 14:53:03,08-Mar-2021 14:53:03,Dividend Updates,1
12-Feb-2020 15:11:00,12-Feb-2020 15:11:00,Record Date,1
12-Feb-2020 15:10:00,12-Feb-2020 15:10:00,Dividend,1
12-Feb-2020 14:27:00,12-Feb-2020 14:27:00,Outcome of Board Meeting,1
26-Feb-2018 15:36:00,26-Feb-2018 15:36:00,Dividend,1
21-Feb-2018 16:09:00,21-Feb-2018 16:09:00,Record Date,1
03-Nov-2017 14:49:00,03-Nov-2017 14:49:00,Dividend,1
24-Oct-2017 14:51:00,24-Oct-2017 14:51:00,Record Date,1
29-May-2017 17:50:00,29-May-2017 17:50:00,Dividend Updates,1
24-Mar-2017 18:49:00,24-Mar-2017 18:49:00,Dividend,1
22-Mar-2017 15:03:00,22-Mar-2017 15:03:00,Record Date,1
23-Jan-2017 17:18:00,23-Jan-2017 17:18:00,Outcome of Board Meeting,1
28-Jul-2016 15:23:00,28-Jul-2016 15:23:00,AGM/Book Closure,1
14-Jul-2016 14:46:00,14-Jul-2016 14:46:00,Bonus,1
25-May-2016 14:48:00,25-May-2016 14:48:00,Dividend,1
09-Feb-2016 13:45:00,09-Feb-2016 13:45:00,Dividend,1
03-Feb-2016 13:01:00,03-Feb-2016 13:01:00,Record Date,1
16-Dec-2015 19:50:00,16-Dec-2015 19:50:00,Date of payment of dividend,1
16-Dec-2015 19:47:00,16-Dec-2015 19:47:00,Dividend,1
11-Dec-2015 10:26:00,11-Dec-2015 10:26:00,Record Date,1
31-Aug-2015 16:49:00,31-Aug-2015 16:49:00,Date of payment of dividend,1
