date,adj
2011-10-25,1371.651123046875
2011-10-28,1512.283935546875
2011-10-31,1449.5462646484375
2011-11-01,1377.0948486328125
2011-11-02,1308.2520751953125
2011-11-03,1242.838134765625
2011-11-04,1241.9656982421875
2011-11-08,1230.5069580078125
2011-11-09,1205.4840087890625
2011-11-11,1161.9949951171875
2011-11-14,1154.716552734375
2011-11-15,1097.9346923828125
2011-11-16,1046.5052490234375
2011-11-17,994.5350341796875
2011-11-18,945.5719604492188
2011-11-21,956.5496826171875
2011-11-22,974.8353881835938
2011-11-23,937.8728637695312
2011-11-24,946.2637939453125
2011-11-25,938.4441528320312
2011-11-28,951.31640625
2011-11-29,947.3766479492188
2011-11-30,918.8651733398438
2011-12-01,935.3463745117188
2011-12-02,949.5721435546875
2011-12-05,962.4144897460938
2011-12-07,969.9630737304688
2011-12-08,952.760009765625
2011-12-09,958.5948486328125
2011-12-12,915.196044921875
2011-12-13,893.6920166015625
2011-12-14,902.2635498046875
2011-12-15,902.2635498046875
2011-12-16,897.7821044921875
2011-12-19,889.90234375
2011-12-20,885.1204833984375
2011-12-21,895.76708984375
2011-12-22,904.9703369140625
2011-12-23,907.2860717773438
2011-12-26,903.70703125
2011-12-27,903.4664306640625
2011-12-28,905.2711181640625
2011-12-29,899.6467895507812
2011-12-30,896.2783813476562
2012-01-02,897.2407836914062
2012-01-03,893.2407836914062
2012-01-04,889.7521362304688
2012-01-05,898.0228271484375
2012-01-06,886.9249877929688
2012-01-09,902.2333984375
2012-01-10,909.4815673828125
2012-01-11,898.7447509765625
2012-01-12,901.451416015625
2012-01-13,898.3837890625
2012-01-16,890.3235473632812
2012-01-17,909.4815673828125
2012-01-18,905.8724365234375
2012-01-19,902.2635498046875
2012-01-20,905.8724365234375
2012-01-23,902.2635498046875
2012-01-24,896.7296142578125
2012-01-25,911.2559814453125
2012-01-27,902.2635498046875
2012-01-30,902.2635498046875
2012-01-31,908.2787475585938
2012-02-01,911.2861328125
2012-02-02,916.6995849609375
2012-02-03,924.5193481445312
2012-02-06,970.7452392578125
2012-02-07,1019.2572021484375
2012-02-08,1070.2047119140625
2012-02-09,1123.137451171875
2012-02-10,1143.8294677734375
2012-02-13,1163.017333984375
2012-02-14,1157.6641845703125
2012-02-15,1108.7315673828125
2012-02-16,1061.6632080078125
2012-02-17,1100.1900634765625
2012-02-21,1090.38525390625
2012-02-22,1059.7384033203125
2012-02-23,1046.6553955078125
2012-02-24,1003.0465087890625
2012-02-27,952.9105834960938
2012-02-28,948.4894409179688
2012-02-29,969.782958984375
2012-03-01,968.4596557617188
2012-03-02,968.3993530273438
2012-03-05,971.2865600585938
2012-03-06,939.6773071289062
2012-03-07,926.3238525390625
2012-03-09,959.3765869140625
2012-03-12,936.4893798828125
2012-03-13,961.8129272460938
2012-03-14,985.031005859375
2012-03-15,979.858154296875
2012-03-16,962.4144897460938
2012-03-19,949.963134765625
2012-03-20,949.1812133789062
2012-03-21,974.4443969726562
2012-03-22,952.489501953125
2012-03-23,936.6998901367188
2012-03-26,922.32373046875
2012-03-27,917.8125610351562
2012-03-28,903.5868530273438
2012-03-29,914.0530395507812
2012-03-30,912.068115234375
2012-04-02,909.4515380859375
2012-04-03,954.8955688476562
2012-04-04,968.4896850585938
2012-04-09,963.1964721679688
2012-04-10,974.4443969726562
2012-04-11,962.745361328125
2012-04-12,962.4441528320312
2012-04-13,962.4144897460938
2012-04-16,962.4144897460938
2012-04-17,962.4144897460938
2012-04-18,962.4144897460938
2012-04-19,970.2039794921875
2012-04-20,962.4144897460938
2012-04-23,950.3842163085938
2012-04-24,933.8425903320312
2012-04-25,958.2036743164062
2012-04-26,956.9104614257812
2012-04-27,938.7449951171875
2012-04-30,932.3687133789062
2012-05-02,926.4740600585938
2012-05-03,930.534423828125
2012-05-04,926.9253540039062
2012-05-07,927.52685546875
2012-05-08,926.6846923828125
2012-05-09,926.3238525390625
2012-05-10,926.3238525390625
2012-05-11,926.3238525390625
2012-05-14,907.5266723632812
2012-05-15,903.70703125
2012-05-16,903.5565795898438
2012-05-17,902.6846313476562
2012-05-18,902.2635498046875
2012-05-21,902.2635498046875
2012-05-22,902.2635498046875
2012-05-23,895.6468505859375
2012-05-24,898.6543579101562
2012-05-25,875.7971801757812
2012-05-28,902.2635498046875
2012-05-29,889.3613891601562
2012-05-30,896.0678100585938
2012-05-31,902.2635498046875
