date,adj
2007-01-02,47.159141540527344
2007-01-03,47.083858489990234
2007-01-04,47.30968475341797
2007-01-05,51.60029220581055
2007-01-08,48.96571731567383
2007-01-09,49.454994201660156
2007-01-10,48.10005569458008
2007-01-11,48.58934020996094
2007-01-12,50.057186126708984
2007-01-15,49.75608825683594
2007-01-16,49.6431770324707
2007-01-17,48.77752685546875
2007-01-18,50.09482192993164
2007-01-19,50.170101165771484
2007-01-22,49.86899185180664
2007-01-23,49.0786247253418
2007-01-24,49.0786247253418
2007-01-25,50.320648193359375
2007-01-29,49.79372787475586
2007-01-31,48.702247619628906
2007-02-01,48.13770294189453
2007-02-02,48.28824996948242
2007-02-05,47.38496398925781
2007-02-06,47.159141540527344
2007-02-07,47.72370529174805
2007-02-08,46.44403076171875
2007-02-09,46.2558479309082
2007-02-12,44.48690414428711
2007-02-13,44.52455139160156
2007-02-14,44.29872131347656
2007-02-15,44.56218338012695
2007-02-19,45.05146408081055
2007-02-20,45.16437911987305
2007-02-21,43.8094482421875
2007-02-22,44.11054229736328
2007-02-23,43.32016372680664
2007-02-26,42.56742858886719
2007-02-27,42.15341567993164
2007-02-28,40.94903564453125
2007-03-01,40.422119140625
2007-03-02,39.55646896362305
2007-03-05,36.921878814697266
2007-03-06,36.432586669921875
2007-03-07,36.39496612548828
2007-03-08,39.55646896362305
2007-03-09,39.14246368408203
2007-03-12,38.9166374206543
2007-03-13,38.389713287353516
2007-03-14,37.22297668457031
2007-03-15,37.33588790893555
2007-03-16,38.502628326416016
2007-03-19,38.540260314941406
2007-03-20,37.41115951538086
2007-03-21,37.448795318603516
2007-03-22,37.21951675415039
2007-03-23,36.53167724609375
2007-03-26,35.65278625488281
2007-03-28,34.353546142578125
2007-03-29,34.46818161010742
2007-03-30,35.46171569824219
2007-04-02,35.117801666259766
2007-04-03,35.42350387573242
2007-04-04,35.88206481933594
2007-04-05,34.850311279296875
2007-04-09,34.46818161010742
2007-04-10,34.39175796508789
2007-04-11,34.65924072265625
2007-04-12,35.46171569824219
2007-04-13,35.729209899902344
2007-04-16,36.0349235534668
2007-04-17,36.8755989074707
2007-04-18,37.33415985107422
2007-04-19,36.952022552490234
2007-04-20,37.181312561035156
2007-04-23,37.33415985107422
2007-04-24,37.02845764160156
2007-04-25,37.10487365722656
2007-04-26,36.760955810546875
2007-04-27,36.07312774658203
2007-04-30,35.729209899902344
2007-05-03,35.61457061767578
2007-05-04,35.767417907714844
2007-05-07,36.0349235534668
2007-05-08,35.57635498046875
2007-05-09,35.95848083496094
2007-05-10,35.729209899902344
2007-05-11,35.88206481933594
2007-05-14,35.69099807739258
2007-05-15,35.88206481933594
2007-05-16,35.0031623840332
2007-05-17,34.2771110534668
2007-05-18,34.162471771240234
2007-05-21,34.124263763427734
2007-05-22,33.93318557739258
2007-05-23,33.78033447265625
2007-05-24,33.58927536010742
2007-05-25,33.47463607788086
2007-05-28,33.39821243286133
2007-05-29,33.16893768310547
2007-05-30,33.01607894897461
2007-05-31,31.86968994140625
2007-06-01,31.98434066772461
2007-06-04,31.3729248046875
2007-06-05,30.532238006591797
2007-06-06,29.729759216308594
2007-06-07,29.691543579101562
2007-06-08,29.76797103881836
2007-06-11,29.462263107299805
2007-06-12,29.6533260345459
2007-06-13,29.729759216308594
2007-06-14,33.93318557739258
2007-06-15,32.557518005371094
2007-06-18,30.685087203979492
2007-06-19,30.532238006591797
2007-06-20,30.799728393554688
2007-06-21,32.06076431274414
2007-06-22,35.079593658447266
2007-06-25,35.1560173034668
2007-06-26,34.08604049682617
2007-06-27,35.88206481933594
2007-06-28,37.10487365722656
2007-06-29,36.60810470581055
2007-07-02,35.996700286865234
2007-07-03,36.30240249633789
2007-07-04,35.65278625488281
2007-07-05,35.194217681884766
2007-07-06,35.805633544921875
2007-07-09,35.194217681884766
2007-07-10,35.079593658447266
2007-07-11,34.162471771240234
2007-07-12,36.30240249633789
2007-07-13,34.926727294921875
2007-07-16,33.74213409423828
2007-07-17,33.09251022338867
2007-07-18,31.640413284301758
2007-07-19,34.812095642089844
2007-07-20,32.557518005371094
2007-07-23,31.258289337158203
2007-07-24,30.07367515563965
2007-07-25,31.334707260131836
2007-07-26,31.258289337158203
2007-07-27,29.959035873413086
2007-07-30,30.07367515563965
2007-07-31,29.882610321044922
2007-08-01,29.080135345458984
2007-08-02,28.73621940612793
2007-08-03,29.11834716796875
2007-08-06,28.354097366333008
2007-08-07,29.5769100189209
2007-08-08,29.34763526916504
2007-08-09,28.73621940612793
2007-08-10,27.551612854003906
2007-08-13,29.04192543029785
2007-08-14,28.621578216552734
2007-08-16,27.360549926757812
2007-08-17,26.940202713012695
2007-08-20,26.90199089050293
2007-08-21,25.717390060424805
2007-08-22,25.679174423217773
2007-08-23,24.80027198791504
2007-08-24,25.220613479614258
2007-08-27,25.449893951416016
2007-08-28,25.220613479614258
2007-08-29,25.526325225830078
2007-08-30,25.526325225830078
2007-08-31,25.48810577392578
2007-09-03,25.297042846679688
2007-09-04,26.17595100402832
2007-09-05,25.946664810180664
2007-09-06,26.214157104492188
2007-09-07,26.214157104492188
2007-09-10,26.099515914916992
2007-09-11,27.054845809936523
2007-09-12,28.583370208740234
2007-09-13,28.392305374145508
2007-09-14,27.322338104248047
2007-09-17,27.628042221069336
2007-09-18,28.12481689453125
2007-09-19,27.819110870361328
2007-09-20,27.360549926757812
2007-09-21,27.16948699951172
2007-09-24,27.16948699951172
2007-09-25,28.46872901916504
2007-09-26,30.455806732177734
2007-09-27,28.889074325561523
2007-09-28,28.850858688354492
2007-10-01,28.889074325561523
2007-10-03,27.74268341064453
2007-10-04,27.513402938842773
2007-10-05,27.24591064453125
2007-10-08,26.48165512084961
2007-10-09,26.596288681030273
2007-10-10,26.44343376159668
2007-10-11,26.7491397857666
2007-10-12,26.36700439453125
2007-10-15,26.596288681030273
2007-10-16,26.71092987060547
2007-10-17,25.48810577392578
2007-10-18,25.526325225830078
2007-10-19,26.214157104492188
2007-10-22,27.398767471313477
2007-10-23,27.895536422729492
2007-10-24,27.895536422729492
2007-10-25,27.513402938842773
2007-10-26,27.436979293823242
2007-10-29,27.704465866088867
2007-10-30,27.284120559692383
2007-10-31,25.946664810180664
2007-11-01,24.036012649536133
2007-11-02,26.13772964477539
2007-11-05,26.25236701965332
2007-11-06,25.37347412109375
2007-11-07,24.762062072753906
2007-11-08,23.0424747467041
2007-11-12,23.806734085083008
