date,adj
2007-01-02,663.4996948242188
2007-01-03,655.8623657226562
2007-01-04,646.9974365234375
2007-01-05,635.359375
2007-01-08,696.1859130859375
2007-01-09,692.82177734375
2007-01-10,668.9096069335938
2007-01-11,694.5493774414062
2007-01-12,702.2776489257812
2007-01-15,707.4147338867188
2007-01-16,683.09326171875
2007-01-17,674.0465698242188
2007-01-18,667.8638916015625
2007-01-19,658.8627319335938
2007-01-22,653.5891723632812
2007-01-23,696.1405029296875
2007-01-24,709.77880859375
2007-01-25,706.0963745117188
2007-01-29,685.457275390625
2007-01-31,674.4556884765625
2007-02-01,689.8214721679688
2007-02-02,711.9608764648438
2007-02-05,758.8763427734375
2007-02-06,737.1005859375
2007-02-07,728.3721313476562
2007-02-08,734.6458129882812
2007-02-09,685.275390625
2007-02-12,650.7706298828125
2007-02-13,672.1827392578125
2007-02-14,694.0947875976562
2007-02-15,736.782470703125
2007-02-19,748.6022338867188
2007-02-20,750.7388305664062
2007-02-21,782.7432250976562
2007-02-22,773.8328247070312
2007-02-23,745.1016845703125
2007-02-26,713.0518798828125
2007-02-27,722.4168701171875
2007-02-28,677.91064453125
2007-03-01,697.1860961914062
2007-03-02,727.690185546875
2007-03-05,674.4102783203125
2007-03-06,698.140869140625
2007-03-07,712.9610595703125
2007-03-08,719.8255004882812
2007-03-09,717.8251953125
2007-03-12,735.3276977539062
2007-03-13,808.8831787109375
2007-03-14,774.2421875
2007-03-15,754.2847900390625
2007-03-16,763.0586547851562
2007-03-19,779.469970703125
2007-03-20,770.3324584960938
2007-03-21,757.876220703125
2007-03-22,765.331787109375
2007-03-23,769.4232788085938
2007-03-26,764.7863159179688
2007-03-28,738.6918334960938
2007-03-29,746.5111083984375
2007-03-30,748.3294067382812
2007-04-02,723.325927734375
2007-04-03,746.7838745117188
2007-04-04,748.6475830078125
2007-04-05,764.0134887695312
2007-04-09,791.2898559570312
2007-04-10,904.2144165039062
2007-04-11,870.1641845703125
2007-04-12,865.0272827148438
2007-04-13,878.3472290039062
2007-04-16,891.3489990234375
2007-04-17,872.0281372070312
2007-04-18,890.394287109375
2007-04-19,882.8477172851562
2007-04-20,888.8031616210938
