Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1070,1133,1180,1204,1099,1092,1087,1064,1161,1056,1091,1075,1085
  └─ YOY Sales Growth %,,-1.32%,1.06%,7.56%,2.70%,-3.67%,-7.86%,-11.60%,5.67%,-3.27%,0.36%,1.07%,-6.58%
Expenses,1034,1057,1082,1088,1032,1075,1053,1000,1019,1028,1065,1058,1057
  └─ Material Cost %,1%,1%,1%,1%,1%,1%,1%,1%,2%,2%,3%,4%,2%
  └─ Employee Cost %,62%,61%,55%,55%,57%,57%,59%,58%,51%,57%,57%,58%,55%
Operating Profit,36,77,98,115,66,17,34,64,142,29,26,17,27
OPM %,3%,7%,8%,10%,6%,2%,3%,6%,12%,3%,2%,2%,3%
Other Income,98,114,108,91,159,345,120,171,137,189,132,203,165
  └─ Exceptional items,0,0,0,0,0,219,0,0,0,57,0,86,-5
  └─ Other income normal,98,114,108,91,159,127,120,171,137,131,132,117,170
Interest,24,39,46,48,51,56,62,56,55,58,54,47,48
Depreciation,114,124,135,142,133,131,133,138,121,128,118,123,135
Profit before tax,-3,28,25,16,41,174,-41,41,103,31,-14,50,9
Tax %,-1020%,41%,25%,50%,-112%,7%,24%,121%,102%,64%,92%,31%,246%
Net Profit,26,17,18,8,88,162,-51,-9,-2,11,-27,34,-14
  └─ Minority share,-0,-2,-1,2,3,4,5,6,6,6,7,8,5
  └─ Exceptional items AT,0,0,0,0,0,219,0,0,0,57,0,84,7
  └─ Profit excl Excep,26,17,18,8,88,-57,-51,-9,-2,-46,-27,-50,-21
  └─ Profit for PE,25,15,18,10,90,-53,-45,-3,4,-40,-20,-42,-13
  └─ Profit for EPS,25,15,18,10,90,166,-45,-3,4,17,-20,43,-8
  └─ YOY Profit Growth %,,-58%,-91%,-45%,257%,-456%,-356%,-126%,-96%,24%,57%,-1483%,-430%
EPS in Rs,4.82,3.20,3.81,2.18,19.45,35.59,-9.74,-0.57,0.82,3.75,-4.20,9.15,-1.78
Raw PDF,,,,,,,,,,,,,
