Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,455,501,557,605,649,718,752,821,957,1004,1121,1223,1385
  └─ YOY Sales Growth %,55.97%,79.68%,61.23%,57.33%,42.72%,43.16%,34.90%,35.58%,47.58%,39.87%,49.18%,49.04%,44.67%
Interest,164,177,196,221,243,272,311,333,358,394,406,431,499
Expenses,193,225,252,270,276,325,289,293,336,356,378,426,485
  └─ Employee Cost %,29.09%,29.09%,26.08%,24.86%,28.07%,24.39%,22.87%,21.85%,22.63%,18.20%,20.36%,22.77%,23.05%
Financing Profit,97,99,109,114,130,121,152,195,263,253,338,366,401
Financing Margin %,21%,20%,20%,19%,20%,17%,20%,24%,28%,25%,30%,30%,29%
Other Income,0,0,0,1,1,0,1,1,1,1,3,2,3
  └─ Other income normal,0.16,0.07,0.20,0.51,0.57,0.40,1.18,1.04,0.70,1.23,2.52,2.02,2.69
Depreciation,19,16,23,25,24,23,25,26,29,25,26,28,31
Profit before tax,78,84,86,89,107,99,128,171,236,230,314,340,373
Tax %,17%,24%,24%,24%,22%,23%,24%,25%,25%,24%,25%,25%,24%
Net Profit,65,64,65,68,83,76,97,128,178,175,236,255,283
  └─ Profit excl Excep,65,64,65,68,83,76,97,128,178,175,236,255,283
  └─ Profit for PE,65,64,65,68,83,76,97,128,178,175,236,255,283
  └─ Profit for EPS,65,64,65,68,83,76,97,128,178,175,236,255,283
  └─ YOY Profit Growth %,55%,38%,16%,82%,27%,19%,49%,88%,115%,131%,143%,99%,59%
EPS in Rs,0.79,0.77,0.79,0.82,1.00,0.92,1.18,1.55,2.15,1.82,2.45,2.65,2.94
Gross NPA %,1.74%,1.89%,1.96%,2.10%,1.92%,1.97%,1.60%,1.70%,1.53%,1.67%,1.28%,1.40%,1.00%
Net NPA %,1.21%,1.37%,1.32%,1.36%,1.06%,1.13%,1.00%,1.10%,0.90%,0.99%,0.74%,0.90%,0.70%
Raw PDF,,,,,,,,,,,,,
