Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,653,742,787,907,716,745,1017,1070,1161,1280,1965,2381,2490
  └─ YOY Sales Growth %,77%,77%,65%,119%,10%,0%,29%,18%,62%,72%,93%,122%,115%
Expenses,606,694,717,842,650,676,939,992,1085,1209,1875,2286,2398
  └─ Employee Cost %,4.49%,4.08%,3.95%,3.44%,4.16%,4.61%,3.40%,3.76%,3.37%,3.06%,1.74%,1.12%,1.18%
Operating Profit,47,49,70,65,67,69,78,78,75,71,90,96,91
OPM %,7%,7%,9%,7%,9%,9%,8%,7%,6%,6%,5%,4%,4%
Other Income,21,3,2,6,14,32,4,27,24,28,21,15,25
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.19,0.00,0.00,-3.24,-0.11
  └─ Other income normal,20.95,3.43,2.44,6.13,13.86,31.87,3.54,27.10,19.94,28.00,21.06,18.11,25.43
Interest,1,1,1,0,1,1,2,2,3,2,3,3,10
Depreciation,16,16,17,17,17,16,17,19,18,18,19,18,22
Profit before tax,51,35,55,54,62,83,62,84,78,79,89,89,85
Tax %,25%,28%,27%,21%,26%,17%,24%,24%,30%,26%,24%,10%,-5%
Net Profit,38,25,41,43,46,69,47,64,55,58,68,80,89
  └─ Minority share,1,1,1,1,0,0,-3,-2,-6,3,-1,-8,-10
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,3,0,0,-3,-0
  └─ Profit excl Excep,38,25,41,43,46,69,47,64,52,58,68,83,89
  └─ Profit for PE,39,26,41,44,47,70,44,62,46,61,67,74,79
  └─ Profit for EPS,39,26,41,44,47,70,44,62,49,61,67,72,79
  └─ YOY Profit Growth %,36%,10%,1%,22%,19%,168%,7%,43%,-0%,-12%,51%,19%,71%
EPS in Rs,0.12,0.08,0.12,0.13,0.13,0.20,0.13,0.18,0.14,0.18,0.24,0.21,0.23
Raw PDF,,,,,,,,,,,,,
