Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2996,2977,3074,3073,3138,3130,3269,3362,3428,3548,3759,4185,4489
  └─ YOY Sales Growth %,13.13%,11.15%,11.06%,5.82%,4.74%,5.14%,6.35%,9.41%,9.25%,13.38%,14.98%,24.47%,30.96%
Expenses,2861,2838,2929,2922,3054,2992,3124,3206,3263,3396,3590,3996,4282
  └─ Material Cost %,1%,1%,2%,1%,1%,1%,1%,1%,7%,1%,1%,1%,1%
  └─ Employee Cost %,80%,82%,82%,82%,81%,84%,83%,83%,81%,84%,85%,84%,83%
Operating Profit,135,139,144,151,84,137,145,157,165,152,168,189,207
OPM %,4%,5%,5%,5%,3%,4%,4%,5%,5%,4%,4%,5%,5%
Other Income,21,14,19,12,22,19,14,39,-283,26,20,-276,21
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-305.83,0.00,0.00,-290.02,0.00
  └─ Other income normal,21.25,14.00,19.07,12.33,22.16,18.72,13.61,38.74,22.84,26.03,19.61,14.28,20.52
Interest,32,33,35,40,40,42,40,41,38,41,37,48,49
Depreciation,39,36,40,42,49,43,42,41,38,42,48,56,70
Profit before tax,85,85,88,82,17,71,76,114,-194,96,104,-191,109
Tax %,-9%,-6%,15%,55%,168%,10%,9%,11%,15%,3%,22%,-27%,6%
Net Profit,93,90,75,37,-12,64,69,102,-223,93,81,-138,102
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,-277,0,0,-255,0
  └─ Profit excl Excep,93,90,75,37,-12,64,69,102,53,93,81,117,102
  └─ Profit for PE,93,90,75,37,-12,64,69,102,53,93,81,117,102
  └─ Profit for EPS,93,90,75,37,-12,64,69,102,-223,93,81,-138,102
  └─ YOY Profit Growth %,-4%,9%,12%,-64%,-113%,-28%,-9%,176%,557%,45%,17%,14%,92%
EPS in Rs,6.39,6.14,5.17,2.53,-0.81,4.46,4.77,7.08,-15.47,6.60,5.73,-9.81,7.26
Raw PDF,,,,,,,,,,,,,
