Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,3243,3223,3214,3534,3670,3784,4019,4098,4023,4260,4336,4578,4771
  └─ YOY Sales Growth %,10.05%,7.86%,2.41%,2.96%,13.18%,17.41%,25.06%,15.95%,9.61%,12.56%,7.87%,11.73%,18.60%
Interest,1445,1364,1325,1353,1335,1351,1476,1569,1600,1636,1634,1703,1747
Expenses,1309,1270,1331,1375,1619,1482,1575,1676,1581,1640,1662,1800,1890
  └─ Employee Cost %,12.19%,12.61%,13.96%,12.75%,13.64%,13.72%,13.65%,14.14%,14.15%,12.96%,13.68%,14.19%,13.83%
Financing Profit,489,590,557,806,716,950,968,853,842,984,1040,1075,1134
Financing Margin %,15%,18%,17%,23%,20%,25%,24%,21%,21%,23%,24%,23%,24%
Other Income,202,153,268,47,6,0,5,8,4,0,0,-25,0
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.51,0.00
  └─ Other income normal,201.57,153.46,268.23,47.30,5.55,0.21,4.68,7.55,4.30,0.03,0.04,3.22,0.07
Depreciation,29,30,28,29,28,28,33,36,41,41,51,58,60
Profit before tax,662,714,797,824,694,922,940,824,806,943,989,992,1074
Tax %,37%,26%,25%,22%,20%,26%,26%,24%,21%,26%,26%,26%,25%
Net Profit,417,531,594,639,553,685,697,626,636,701,735,738,809
  └─ Minority share,84,0,1,1,1,0,-1,1,0,0,-0,1,-3
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-20,0
  └─ Profit excl Excep,417,531,594,639,553,685,697,626,636,701,735,758,809
  └─ Profit for PE,501,531,595,640,554,686,696,626,636,701,735,759,807
  └─ Profit for EPS,501,531,595,640,554,686,696,626,636,701,735,739,807
  └─ YOY Profit Growth %,72%,139%,65%,131%,11%,29%,17%,-2%,15%,2%,6%,21%,27%
EPS in Rs,2.02,2.14,2.40,2.57,2.23,2.75,2.79,2.51,2.55,2.81,2.94,2.95,3.22
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
