Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,237,263,268,267,288,320,350,368,381,339,314,311,430
  └─ YOY Sales Growth %,-27.00%,15.70%,9.48%,1.27%,21.52%,21.56%,30.25%,37.62%,32.09%,5.88%,-10.23%,-15.36%,13.05%
Expenses,195,215,207,201,221,249,277,295,302,266,237,265,384
  └─ Material Cost %,68%,70%,62%,61%,64%,66%,67%,71%,67%,65%,63%,74%,79%
  └─ Employee Cost %,4%,2%,3%,3%,3%,2%,2%,2%,2%,3%,3%,3%,2%
Operating Profit,42,48,61,66,67,71,73,72,79,73,77,46,46
OPM %,18%,18%,23%,25%,23%,22%,21%,20%,21%,21%,24%,15%,11%
Other Income,3,2,5,1,9,2,2,3,2,2,3,2,3
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00
  └─ Other income normal,2.53,2.48,5.46,1.48,9.01,2.01,2.24,2.66,1.50,2.15,2.99,2.17,2.77
Interest,6,5,8,5,5,5,5,7,7,5,7,6,8
Depreciation,15,14,15,16,21,17,18,18,17,18,18,18,18
Profit before tax,24,32,43,47,50,51,52,51,56,52,55,24,24
Tax %,4%,6%,6%,5%,8%,5%,5%,7%,3%,3%,3%,7%,4%
Net Profit,23,30,41,45,46,48,49,47,54,50,53,22,23
  └─ Minority share,0,-0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,23,30,41,45,46,48,49,47,54,50,53,23,23
  └─ Profit for PE,23,30,41,45,46,48,49,47,54,50,53,23,23
  └─ Profit for EPS,23,30,41,45,46,48,49,47,54,50,53,22,23
  └─ YOY Profit Growth %,785%,444%,809%,166%,102%,64%,21%,5%,18%,3%,8%,-51%,-58%
EPS in Rs,0.85,1.11,1.52,1.68,1.72,1.81,1.85,1.76,2.03,1.87,2.00,0.84,0.86
Raw PDF,,,,,,,,,,,,,
