Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,8025,7045,7607,8800,10780,8673,10322,9381,12214,9503,10595,11952,13459
  └─ YOY Sales Growth %,21.28%,26.02%,11.46%,26.84%,34.33%,23.10%,35.69%,6.61%,13.31%,9.57%,2.64%,27.40%,10.19%
Interest,1478,1671,1827,1997,2122,2244,2369,2496,2585,2736,2804,2981,3101
Expenses,5766,4490,4798,5764,7182,5458,6604,5876,8419,5652,6594,7645,8924
  └─ Employee Cost %,3.78%,5.04%,4.33%,4.55%,4.02%,4.90%,4.25%,5.10%,3.89%,5.19%,4.91%,4.73%,4.30%
Financing Profit,782,884,982,1039,1476,971,1348,1009,1210,1114,1197,1326,1434
Financing Margin %,10%,13%,13%,12%,14%,11%,13%,11%,10%,12%,11%,11%,11%
Other Income,91,70,70,60,183,150,124,85,219,136,92,72,207
  └─ Exceptional items,0,0,9,0,17,22,6,0,0,0,0,-68,14
  └─ Other income normal,91,70,61,60,166,128,119,85,219,136,92,139,193
Depreciation,40,43,46,50,52,54,60,64,68,71,77,76,82
Profit before tax,832,912,1006,1050,1606,1067,1413,1030,1361,1178,1212,1322,1559
Tax %,24%,27%,28%,28%,20%,27%,28%,30%,35%,28%,27%,27%,25%
Net Profit,636,666,725,760,1288,779,1021,724,886,851,882,966,1165
  └─ Minority share,-27,-17,-20,-25,-43,-20,-20,-16,-21,-16,-27,-21,-36
  └─ Exceptional items AT,0,0,9,0,17,22,6,0,0,0,0,-49,10
  └─ Profit excl Excep,636,666,716,760,1271,757,1015,724,886,851,882,1015,1155
  └─ Profit for PE,609,649,696,736,1229,737,996,708,865,835,855,993,1119
  └─ Profit for EPS,609,649,705,736,1245,759,1001,708,865,835,855,945,1129
  └─ YOY Profit Growth %,35%,51%,43%,3%,102%,14%,43%,-4%,-30%,13%,-14%,40%,29%
EPS in Rs,2.52,2.50,2.71,2.83,4.79,2.92,3.84,2.72,3.32,3.20,3.27,3.61,4.31
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
