Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5.07,7.25,0.00,2.13,1.28,2.49,2.04,17.84,1.47,3.51,2.64,1.03,6.74
  └─ YOY Sales Growth %,-96%,-93%,-100%,-74%,-75%,-66%,,738%,15%,41%,29%,-94%,358%
Expenses,16.40,7.65,0.45,3.17,1.84,3.32,3.20,20.70,1.28,3.23,4.83,3.26,9.87
  └─ Material Cost %,105.52%,98.62%,,99.06%,105.47%,107.63%,105.88%,114.13%,67.35%,90.88%,99.62%,99.03%,40.50%
  └─ Employee Cost %,6.71%,4.14%,,14.55%,16.41%,11.24%,13.73%,1.57%,4.76%,0.57%,0.76%,0.97%,0.89%
Operating Profit,-11.33,-0.40,-0.45,-1.04,-0.56,-0.83,-1.16,-2.86,0.19,0.28,-2.19,-2.23,-3.13
OPM %,-223.47%,-5.52%,,-48.83%,-43.75%,-33.33%,-56.86%,-16.03%,12.93%,7.98%,-82.95%,-216.50%,-46.44%
Other Income,-0.05,0.06,0.01,0.76,-0.06,0.23,0.74,0.04,0.09,0.06,2.22,3.98,-1.35
  └─ Other income normal,-0.05,0.06,0.01,0.76,-0.06,0.23,0.74,0.04,0.09,0.06,2.22,3.98,-1.35
Interest,0.29,0.02,0.11,0.11,-0.07,0.02,0.01,0.03,0.00,0.00,0.05,0.03,0.04
Depreciation,0.75,0.05,0.05,0.04,0.06,0.04,0.04,0.04,0.02,0.02,0.00,0.00,-0.02
Profit before tax,-12.42,-0.41,-0.60,-0.43,-0.61,-0.66,-0.47,-2.89,0.26,0.32,-0.02,1.72,-4.50
Tax %,-44.85%,2.44%,-1.67%,0.00%,-85.25%,-25.76%,-17.02%,-17.30%,-11.54%,50.00%,500.00%,5.81%,105.78%
Net Profit,-6.85,-0.42,-0.59,-0.43,-0.09,-0.49,-0.40,-2.39,0.28,0.17,-0.12,1.62,-9.26
  └─ Profit excl Excep,-7,-0,-1,-0,-0,-0,-0,-2,0,0,-0,2,-9
  └─ Profit for PE,-7,-0,-1,-0,-0,-0,-0,-2,0,0,-0,2,-9
  └─ Profit for EPS,-7,-0,-1,-0,-0,-0,-0,-2,0,0,-0,2,-9
  └─ YOY Profit Growth %,-185%,81%,79%,92%,99%,-17%,32%,-456%,411%,135%,70%,168%,-3407%
EPS in Rs,-6.17,-0.38,-0.53,-0.39,-0.08,-0.44,-0.36,-2.15,0.25,0.15,-0.11,1.46,-8.34
Raw PDF,,,,,,,,,,,,,
