Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1280,1414,1214,1438,1318,1199,1270,1682,1442,1584,1511,1477,1526
  └─ YOY Sales Growth %,29.66%,15.14%,-7.97%,-6.38%,2.97%,-15.21%,4.64%,16.96%,9.40%,32.12%,18.94%,-12.19%,5.77%
Expenses,1136,1163,1020,1260,1140,1082,1148,1487,1219,1392,1285,1248,1296
  └─ Material Cost %,76%,73%,73%,77%,75%,78%,78%,76%,69%,76%,72%,71%,71%
  └─ Employee Cost %,2%,2%,3%,3%,3%,3%,3%,3%,3%,3%,4%,4%,3%
Operating Profit,144,252,195,178,178,117,123,195,224,193,226,229,229
OPM %,11%,18%,16%,12%,14%,10%,10%,12%,16%,12%,15%,15%,15%
Other Income,43,27,33,28,9,22,36,8,11,32,30,25,8
  └─ Other income normal,43.20,26.90,33.10,28.24,8.72,21.73,35.84,8.46,11.37,32.39,30.14,24.62,8.28
Interest,8,1,1,7,14,5,1,1,8,1,1,1,4
Depreciation,19,20,20,20,20,20,20,20,21,22,23,23,23
Profit before tax,160,257,207,179,153,114,138,182,207,202,233,229,210
Tax %,26%,24%,26%,25%,25%,24%,25%,27%,25%,25%,26%,26%,26%
Net Profit,118,195,153,134,114,87,103,133,154,151,172,170,155
  └─ Profit excl Excep,118,195,153,134,114,87,103,133,154,151,172,170,155
  └─ Profit for PE,118,195,153,134,114,87,103,133,154,151,172,170,155
  └─ Profit for EPS,118,195,153,134,114,87,103,133,154,151,172,170,155
  └─ YOY Profit Growth %,8%,18%,-28%,-35%,-3%,-56%,-33%,-1%,35%,74%,68%,28%,1%
EPS in Rs,5.01,8.27,6.70,5.85,4.98,3.78,4.49,5.79,6.74,6.58,7.52,7.43,6.79
Raw PDF,,,,,,,,,,,,,
