Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,165,235,170,294,1302,524,512,501,701,830,1002,1016,1055
  └─ YOY Sales Growth %,-1%,,,78%,690%,123%,201%,70%,-46%,58%,96%,103%,51%
Expenses,73,70,47,88,959,149,118,132,245,187,250,369,277
  └─ Material Cost %,0.00%,0.88%,0.00%,0.00%,0.20%,0.55%,0.00%,0.00%,0.52%,0.60%,0.00%,0.00%,0.00%
  └─ Employee Cost %,1.60%,1.69%,1.47%,1.18%,0.52%,1.65%,1.40%,1.44%,1.19%,1.37%,1.57%,1.42%,1.65%
Operating Profit,92,166,123,207,343,374,393,369,456,644,752,647,778
OPM %,56%,70%,72%,70%,26%,71%,77%,74%,65%,78%,75%,64%,74%
Other Income,1,1,1,1,-359,14,12,26,20,17,-15,-5,49
  └─ Exceptional items,0,0,0,0,-369,0,0,0,0,0,-57,-7,-21
  └─ Other income normal,1,1,1,1,10,14,12,26,20,17,42,2,70
Interest,35,53,44,77,142,107,82,92,104,223,272,223,213
Depreciation,32,51,34,67,149,155,150,158,196,292,293,294,317
Profit before tax,26,63,45,63,-307,126,173,145,176,146,172,125,297
Tax %,20%,8%,2%,36%,-1%,21%,10%,20%,2%,11%,-10%,11%,22%
Net Profit,21,58,44,41,-303,99,155,117,173,130,188,111,230
  └─ Minority share,0,-2,0,0,-8,-19,-18,-20,-20,-23,16,-12,-9
  └─ Exceptional items AT,0,0,0,0,-349,0,0,0,0,0,-40,-4,-16
  └─ Profit excl Excep,21,58,44,41,46,99,155,117,173,130,228,115,246
  └─ Profit for PE,21,55,44,41,39,81,137,96,153,107,244,102,237
  └─ Profit for EPS,21,55,44,41,-311,81,137,96,153,107,204,99,222
  └─ YOY Profit Growth %,-49%,,,-18%,87%,46%,212%,138%,296%,32%,77%,6%,55%
EPS in Rs,0.50,1.33,0.91,0.84,-4.16,1.00,1.71,1.20,1.01,0.71,1.35,0.66,1.47
Raw PDF,,,,,,,,,,,,,
