Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,61.63,52.75,43.52,52.89,57.07,53.76,43.05,51.58,50.53,50.26,44.11,46.77,39.88
  └─ YOY Sales Growth %,111.71%,44.92%,4.89%,24.51%,-7.40%,1.91%,-1.08%,-2.48%,-11.46%,-6.51%,2.46%,-9.33%,-21.08%
Expenses,57.22,53.24,44.51,39.57,47.73,58.50,66.56,50.75,49.92,47.21,44.15,40.08,34.64
  └─ Material Cost %,5%,7%,8%,3%,6%,8%,6%,7%,4%,7%,2%,10%,2%
  └─ Employee Cost %,61%,60%,72%,57%,56%,74%,99%,69%,55%,62%,68%,56%,56%
Operating Profit,4.41,-0.49,-0.99,13.32,9.34,-4.74,-23.51,0.83,0.61,3.05,-0.04,6.69,5.24
OPM %,7.16%,-0.93%,-2.27%,25.18%,16.37%,-8.82%,-54.61%,1.61%,1.21%,6.07%,-0.09%,14.30%,13.14%
Other Income,0.87,0.67,0.67,0.83,3.31,2.80,-0.59,1.76,1.27,2.92,1.05,-0.32,-0.14
  └─ Other income normal,0.87,0.67,0.67,0.83,3.31,2.80,-0.59,1.76,1.27,2.92,1.05,-0.32,-0.14
Interest,1.95,1.12,1.22,2.29,4.19,4.00,1.56,3.21,0.61,1.52,2.85,1.74,1.80
Depreciation,3.05,2.32,2.45,2.38,2.63,2.61,2.69,3.34,6.48,3.40,3.20,3.02,-0.72
Profit before tax,0.28,-3.26,-3.99,9.48,5.83,-8.55,-28.35,-3.96,-5.21,1.05,-5.04,1.61,4.02
Tax %,235.71%,9.51%,6.52%,6.22%,22.30%,-1.17%,2.15%,12.12%,19.58%,43.81%,3.37%,22.98%,4.73%
Net Profit,-0.38,-3.59,-4.25,8.89,4.53,-8.44,-28.96,-4.43,-6.23,0.59,-5.21,1.25,3.84
  └─ Minority share,-0,0,0,0,1,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-0,-4,-4,9,5,-8,-29,-4,-6,1,-5,1,4
  └─ Profit for PE,-0,-3,-4,9,6,-8,-29,-4,-6,1,-5,1,4
  └─ Profit for EPS,-0,-3,-4,9,6,-8,-29,-4,-6,1,-5,1,4
  └─ YOY Profit Growth %,-111%,-148%,-351%,18300%,1482%,-151%,-664%,-148%,-213%,107%,82%,128%,162%
EPS in Rs,-0.20,-1.71,-1.93,4.69,2.82,-4.30,-14.75,-2.26,-3.17,0.30,-2.65,0.64,1.96
Raw PDF,,,,,,,,,,,,,
