Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,398,392,344,364,373,354,356,430,390,389,340,340,339
  └─ YOY Sales Growth %,-31.29%,-14.01%,-26.65%,-19.51%,-6.35%,-9.49%,3.54%,18.12%,4.67%,9.63%,-4.40%,-20.82%,-12.99%
Expenses,381,385,341,346,343,339,347,414,358,373,344,325,306
  └─ Material Cost %,61%,62%,60%,56%,55%,56%,57%,58%,53%,62%,61%,56%,52%
  └─ Employee Cost %,10%,11%,12%,11%,12%,12%,12%,11%,13%,12%,14%,14%,14%
Operating Profit,17,7,3,17,29,15,9,16,32,15,-3,15,33
OPM %,4%,2%,1%,5%,8%,4%,2%,4%,8%,4%,-1%,4%,10%
Other Income,15,5,7,7,11,7,9,15,16,14,46,18,22
  └─ Exceptional items,-1.16,-0.00,-1.73,-0.15,-0.01,-0.00,-1.00,-1.05,-0.00,-0.00,-0.78,-0.00,-0.01
  └─ Other income normal,16.06,5.43,8.65,6.68,11.49,6.63,9.61,16.37,15.58,14.40,46.30,18.09,21.58
Interest,3,7,6,7,9,11,10,10,15,13,10,11,10
Depreciation,14,11,11,12,11,10,11,13,13,11,13,13,13
Profit before tax,15,-6,-8,5,20,1,-4,8,19,6,20,10,32
Tax %,6%,4%,5%,2%,6%,1%,-14%,39%,16%,28%,16%,40%,21%
Net Profit,14,-6,-9,5,19,1,-3,5,16,4,16,6,25
  └─ Exceptional items AT,-1,-0,-2,-0,-0,-0,-1,-1,-0,-0,-1,-0,-0
  └─ Profit excl Excep,16,-6,-7,5,19,1,-2,5,16,4,17,6,25
  └─ Profit for PE,16,-6,-7,5,19,1,-2,5,16,4,17,6,25
  └─ Profit for EPS,14,-6,-9,5,19,1,-3,5,16,4,16,6,25
  └─ YOY Profit Growth %,-60%,-122%,-124%,-47%,23%,113%,67%,2%,-15%,424%,869%,10%,54%
EPS in Rs,3.35,-1.36,-1.97,1.16,4.43,0.18,-0.75,1.07,3.74,0.95,3.82,1.34,5.78
Raw PDF,,,,,,,,,,,,,
