Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,504,675,878,543,483,870,1026,671,504,917,1032,1082,1496
  └─ YOY Sales Growth %,56%,-33%,-0%,-2%,-4%,29%,17%,24%,4%,5%,1%,61%,197%
Expenses,326,192,172,175,256,224,198,207,264,211,172,309,587
  └─ Employee Cost %,12.01%,10.09%,7.21%,12.05%,20.49%,9.21%,7.06%,11.79%,14.50%,8.16%,7.59%,6.20%,6.19%
Operating Profit,178,483,706,368,227,646,828,464,241,707,860,773,910
OPM %,35%,72%,80%,68%,47%,74%,81%,69%,48%,77%,83%,71%,61%
Other Income,68,71,89,49,195,89,92,91,52,54,79,44,60
  └─ Exceptional items,-12,0,0,-25,104,0,0,0,0,0,0,0,0
  └─ Other income normal,80,71,89,74,91,89,92,91,52,54,79,44,60
Interest,49,90,124,122,121,143,198,229,159,216,315,245,522
Depreciation,86,101,102,112,242,131,133,137,275,160,171,216,494
Profit before tax,112,363,569,183,58,462,590,189,-142,385,453,357,-47
Tax %,85%,25%,23%,24%,-5%,23%,25%,21%,-10%,41%,32%,37%,153%
Net Profit,17,272,440,139,61,357,440,149,-128,228,308,224,-118
  └─ Minority share,0,0,0,0,0,0,1,0,0,0,0,0,-0
  └─ Exceptional items AT,-7,0,0,-19,91,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,25,272,440,158,-30,357,440,149,-128,228,308,224,-118
  └─ Profit for PE,25,272,440,158,-30,357,441,149,-128,228,308,224,-118
  └─ Profit for EPS,17,272,440,139,61,357,441,149,-128,228,308,224,-118
  └─ YOY Profit Growth %,318%,-55%,-1%,-48%,-221%,31%,0%,-5%,-330%,-36%,-30%,51%,8%
EPS in Rs,0.04,0.69,1.12,0.35,0.16,0.91,1.12,0.38,-0.32,0.58,0.78,0.57,-0.30
Raw PDF,,,,,,,,,,,,,
