Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2486,2318,2397,2330,2459,2309,2502,2465,2509,2386,2480,2505,2498
  └─ YOY Sales Growth %,-8.18%,-17.55%,-2.92%,-1.73%,-1.05%,-0.42%,4.38%,5.83%,2.00%,3.34%,-0.89%,1.62%,-0.42%
Expenses,2224,2103,2192,2085,2151,1961,2187,2153,2222,2060,2146,2221,2204
  └─ Material Cost %,62%,61%,60%,57%,57%,53%,57%,56%,56%,55%,55%,57%,54%
  └─ Employee Cost %,8%,8%,9%,10%,9%,9%,9%,9%,9%,9%,9%,10%,10%
Operating Profit,262,215,205,244,308,348,315,313,287,326,334,284,294
OPM %,11%,9%,9%,10%,13%,15%,13%,13%,11%,14%,13%,11%,12%
Other Income,83,103,98,86,81,79,93,79,133,82,49,74,68
  └─ Other income normal,83,103,98,86,81,79,93,79,133,82,49,74,68
Interest,30,32,22,19,29,18,18,19,23,23,21,26,23
Depreciation,104,105,104,99,97,97,100,101,103,109,114,118,123
Profit before tax,211,182,178,212,264,312,291,273,293,276,249,214,217
Tax %,24%,25%,23%,23%,23%,23%,32%,22%,19%,25%,25%,21%,13%
Net Profit,160,137,136,162,202,240,197,212,238,208,188,168,189
  └─ Minority share,-1,-0,-2,-2,-2,-1,-0,-1,-1,-1,-1,-2,-5
  └─ Profit excl Excep,160,137,136,162,202,240,197,212,238,208,188,168,189
  └─ Profit for PE,159,136,134,160,201,238,197,211,237,207,187,166,185
  └─ Profit for EPS,159,136,134,160,201,238,197,211,237,207,187,166,185
  └─ YOY Profit Growth %,-51%,-59%,-34%,56%,26%,75%,47%,31%,18%,-13%,-5%,-21%,-22%
EPS in Rs,5.49,4.72,4.64,5.54,6.94,8.25,6.81,7.28,8.21,7.16,6.47,5.75,6.39
Raw PDF,,,,,,,,,,,,,
