Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3.36,6.13,7.00,6.42,7.84,6.41,4.93,4.38,4.33,3.35,8.65,7.32,11.20
  └─ YOY Sales Growth %,-12%,64%,136%,97%,133%,5%,-30%,-32%,-45%,-48%,75%,67%,159%
Expenses,3.37,3.38,7.37,4.17,6.95,3.85,3.23,4.26,7.18,3.08,3.81,3.77,8.94
  └─ Material Cost %,1.49%,-0.49%,0.29%,-0.16%,0.38%,0.47%,0.61%,-0.23%,0.46%,-0.90%,0.23%,0.27%,42.05%
  └─ Employee Cost %,24.11%,14.52%,12.57%,16.82%,12.76%,14.66%,19.07%,31.28%,26.33%,30.15%,11.79%,17.21%,12.23%
Operating Profit,-0.01,2.75,-0.37,2.25,0.89,2.56,1.70,0.12,-2.85,0.27,4.84,3.55,2.26
OPM %,-0.30%,44.86%,-5.29%,35.05%,11.35%,39.94%,34.48%,2.74%,-65.82%,8.06%,55.95%,48.50%,20.18%
Other Income,-1.36,0.07,0.37,0.35,-0.47,0.08,0.09,0.09,2.53,3.38,1.32,2.01,2.77
  └─ Exceptional items,-2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.74,0.07,0.37,0.35,-0.47,0.08,0.09,0.09,2.53,3.38,1.32,2.01,2.77
Interest,1.36,0.06,0.66,0.64,1.26,0.07,0.66,1.24,1.56,0.60,0.57,0.61,-1.25
Depreciation,-1.91,1.56,2.40,1.19,2.38,1.69,1.58,1.57,0.36,1.13,1.25,1.29,2.73
Profit before tax,-0.82,1.20,-3.06,0.77,-3.22,0.88,-0.45,-2.60,-2.24,1.92,4.34,3.66,3.55
Tax %,57.32%,0.00%,-1.96%,10.39%,-13.98%,9.09%,0.00%,0.00%,-29.02%,0.00%,11.75%,16.12%,70.70%
Net Profit,-1.28,1.20,-3.01,0.70,-2.77,0.80,-0.46,-2.59,-1.59,1.93,3.84,3.07,1.05
  └─ Exceptional items AT,-2,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,0,1,-3,1,-3,1,-0,-3,-2,2,4,3,1
  └─ Profit for PE,0,1,-3,1,-3,1,-0,-3,-2,2,4,3,1
  └─ Profit for EPS,-1,1,-3,1,-3,1,-0,-3,-2,2,4,3,1
  └─ YOY Profit Growth %,150%,168%,-153%,135%,-869%,-33%,85%,-470%,43%,141%,935%,219%,166%
EPS in Rs,-0.10,0.09,-0.23,0.05,-0.22,0.06,-0.04,-0.20,-0.12,0.15,0.30,0.24,0.08
Raw PDF,,,,,,,,,,,,,
