Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2259,2446,3023,2624,3002,4267,3706,2826,2973,3152,4155,4030,4489
  └─ YOY Sales Growth %,,,,21%,33%,74%,23%,8%,-1%,-26%,12%,43%,51%
Expenses,2197,2354,2953,2560,2934,4184,3607,2805,2879,3049,4052,3911,4357
  └─ Material Cost %,94%,93%,95%,95%,95%,95%,95%,94%,94%,94%,95%,94%,94%
  └─ Employee Cost %,2%,2%,1%,1%,1%,1%,1%,2%,1%,1%,1%,1%,1%
Operating Profit,62,92,69,64,68,83,99,21,94,104,104,119,133
OPM %,3%,4%,2%,2%,2%,2%,3%,1%,3%,3%,2%,3%,3%
Other Income,3,4,1,4,16,7,5,48,5,8,4,12,16
  └─ Exceptional items,0.00,0.00,0.00,0.00,10.38,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00
  └─ Other income normal,2.58,4.06,0.70,4.32,5.33,7.42,5.48,48.42,2.24,7.91,4.48,12.12,16.05
Interest,23,25,29,30,23,14,17,23,24,27,24,26,29
Depreciation,5,4,5,5,5,4,4,4,5,4,5,6,6
Profit before tax,37,67,36,34,56,73,83,43,71,80,79,99,114
Tax %,35%,25%,39%,26%,15%,24%,16%,25%,25%,23%,25%,24%,24%
Net Profit,24,50,22,25,47,55,70,32,53,62,59,75,87
  └─ Minority share,0,-0,4,0,-7,0,-0,-0,-1,-0,-1,-1,-3
  └─ Exceptional items AT,0,0,0,0,9,0,0,0,2,0,0,0,0
  └─ Profit excl Excep,24,50,22,25,38,55,70,32,51,62,59,75,87
  └─ Profit for PE,24,50,26,25,32,55,70,32,49,61,59,74,84
  └─ Profit for EPS,24,50,26,25,40,55,70,32,51,61,59,74,84
  └─ YOY Profit Growth %,,,,-11%,34%,10%,167%,26%,53%,11%,-16%,131%,70%
EPS in Rs,,,,,6.04,8.38,10.58,4.83,7.78,9.31,8.88,11.16,12.78
Raw PDF,,,,,,,,,,,,,
