Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,175,183,194,199,203,204,215,201,206,207,213,214,237
  └─ YOY Sales Growth %,18.17%,19.52%,20.72%,25.36%,15.85%,11.77%,11.00%,1.37%,1.57%,1.18%,-1.04%,6.02%,14.91%
Expenses,150,157,166,168,172,175,183,169,171,176,181,181,196
  └─ Material Cost %,55%,55%,55%,55%,52%,55%,53%,52%,47%,52%,52%,52%,51%
  └─ Employee Cost %,10%,11%,10%,10%,10%,11%,11%,11%,11%,12%,12%,12%,10%
Operating Profit,25,25,28,30,31,30,33,33,35,31,32,33,41
OPM %,14%,14%,15%,15%,15%,15%,15%,16%,17%,15%,15%,15%,17%
Other Income,6,6,7,7,51,8,9,8,10,8,9,13,11
  └─ Exceptional items,0.00,0.00,0.00,0.00,42.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,5.51,5.93,6.58,7.45,8.81,7.93,8.98,8.09,10.41,7.79,8.65,13.07,10.64
Interest,3,3,3,4,3,3,3,3,4,3,3,4,3
Depreciation,6,6,6,6,8,8,8,8,8,8,8,8,8
Profit before tax,21,22,25,28,71,26,30,29,34,28,29,34,40
Tax %,21%,21%,21%,19%,30%,22%,22%,19%,21%,21%,20%,20%,21%
Net Profit,17,17,20,23,50,21,23,24,27,22,23,27,32
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,29.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,16.88,17.42,20.03,22.75,20.07,20.61,23.41,23.82,26.58,22.20,23.10,27.20,31.62
  └─ Profit for PE,16.88,17.42,20.03,22.75,20.07,20.61,23.41,23.82,26.58,22.20,23.10,27.20,31.62
  └─ Profit for EPS,16.88,17.42,20.03,22.75,49.79,20.61,23.41,23.82,26.58,22.20,23.10,27.20,31.62
  └─ YOY Profit Growth %,33.86%,46.39%,53.49%,65.57%,18.90%,18.31%,16.87%,4.70%,32.44%,7.71%,-1.32%,14.19%,18.96%
EPS in Rs,2.74,2.82,3.25,3.69,8.07,3.34,3.79,3.86,4.31,3.60,3.74,4.41,5.12
Raw PDF,,,,,,,,,,,,,
