Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,124,131,110,96,128,139,134,105,158,145,120,106,134
  └─ YOY Sales Growth %,-12.98%,-18.00%,-17.93%,3.31%,3.33%,5.84%,21.83%,8.75%,23.21%,4.60%,-10.50%,1.68%,-15.07%
Expenses,105,112,95,81,112,122,121,94,148,147,113,96,118
  └─ Material Cost %,67%,69%,68%,63%,69%,72%,72%,68%,73%,72%,70%,67%,68%
  └─ Employee Cost %,5%,6%,7%,8%,5%,5%,6%,8%,7%,6%,7%,9%,8%
Operating Profit,19,19,15,15,17,16,13,11,10,-3,7,11,16
OPM %,16%,15%,14%,16%,13%,12%,10%,10%,6%,-2%,6%,10%,12%
Other Income,1,1,3,3,3,6,5,5,3,3,4,4,7
  └─ Exceptional items,0.00,0.00,0.00,0.00,-2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.64,1.09,2.87,3.08,5.16,6.49,4.57,4.99,3.08,3.44,4.07,4.10,6.59
Interest,2,2,1,1,1,1,1,2,1,2,2,2,2
Depreciation,3,3,3,3,3,3,3,3,3,3,3,3,3
Profit before tax,15,16,14,14,17,19,14,11,9,-4,7,10,18
Tax %,72%,28%,30%,26%,25%,26%,28%,30%,25%,46%,26%,30%,25%
Net Profit,4,11,9,11,12,14,10,7,7,-5,5,7,13
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,-0,-0
  └─ Exceptional items AT,0,0,0,0,-2,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,4,11,9,11,14,14,10,7,7,-5,5,7,13
  └─ Profit for PE,4,11,9,11,14,14,10,7,7,-5,5,7,13
  └─ Profit for EPS,4,11,9,11,12,14,10,7,7,-5,5,7,13
  └─ YOY Profit Growth %,-76%,-39%,-41%,65%,227%,24%,5%,-30%,-53%,-139%,-50%,-9%,97%
EPS in Rs,2.34,6.20,4.59,5.17,5.64,6.36,4.51,3.36,2.95,-2.46,2.12,2.89,5.53
Raw PDF,,,,,,,,,,,,,
