Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3619,3741,3734,3804,3927,4352,4214,4444,4608,4779,4966,5112,5434
  └─ YOY Sales Growth %,13.96%,12.46%,11.02%,9.48%,8.52%,16.33%,12.87%,16.82%,17.35%,9.81%,17.83%,15.04%,17.91%
Expenses,3107,3196,3197,3232,3297,3685,3588,3879,3987,4172,4294,4391,4641
  └─ Material Cost %,58%,58%,58%,56%,54%,55%,56%,59%,58%,60%,58%,57%,59%
  └─ Employee Cost %,8%,8%,8%,8%,9%,8%,9%,9%,7%,8%,8%,8%,8%
Operating Profit,512,545,537,572,630,667,626,565,621,607,672,721,792
OPM %,14%,15%,14%,15%,16%,15%,15%,13%,13%,13%,14%,14%,15%
Other Income,49,53,75,-32,-177,22,19,45,102,41,38,10,55
  └─ Exceptional items,-6,-5,-15,-92,-216,-17,-27,-6,45,0,0,-23,3
  └─ Other income normal,55,58,90,60,38,39,46,52,57,41,38,33,53
Interest,28,26,28,33,43,94,99,58,40,34,33,32,38
Depreciation,83,82,94,86,116,148,149,150,153,149,153,159,165
Profit before tax,450,489,491,422,294,448,397,402,530,465,523,540,644
Tax %,23%,27%,27%,25%,9%,30%,10%,25%,23%,26%,24%,25%,24%
Net Profit,290,338,364,302,212,289,367,282,349,332,407,385,424
  └─ Profit from Associates,-56,-21,5,-14,-55,-25,8,-18,-58,-15,9,-18,-67
  └─ Minority share,-21,-21,-26,-23,4,1,-3,-3,-4,2,-2,0,-5
  └─ Exceptional items AT,-5,-4,-11,-64,-128,-12,-23,-5,35,0,0,-16,2
  └─ Profit excl Excep,294,341,375,366,340,301,390,286,314,332,407,401,422
  └─ Profit for PE,273,320,348,338,344,302,387,283,310,334,404,401,417
  └─ Profit for EPS,269,317,338,279,217,290,364,279,345,334,404,385,419
  └─ YOY Profit Growth %,19%,18%,34%,15%,26%,-6%,11%,-16%,-10%,11%,4%,42%,34%
EPS in Rs,2.78,3.28,3.51,2.89,2.19,2.93,3.68,2.82,3.49,3.38,4.09,3.89,4.24
Raw PDF,,,,,,,,,,,,,
