Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,26.39,18.81,24.97,26.28,23.22,17.80,20.19,22.11,28.80,19.24,33.48,40.59,41.72
  └─ YOY Sales Growth %,61.60%,41.22%,-3.22%,-4.26%,-12.01%,-5.37%,-19.14%,-15.87%,24.03%,8.09%,65.82%,83.58%,44.86%
Expenses,26.60,18.68,24.81,26.22,23.73,17.33,23.42,22.22,28.58,22.72,30.05,37.33,35.21
  └─ Employee Cost %,19.93%,23.02%,22.47%,17.81%,19.98%,20.06%,19.91%,16.92%,14.93%,25.05%,17.95%,12.42%,14.91%
Operating Profit,-0.21,0.13,0.16,0.06,-0.51,0.47,-3.23,-0.11,0.22,-3.48,3.43,3.26,6.51
OPM %,-0.80%,0.69%,0.64%,0.23%,-2.20%,2.64%,-16.00%,-0.50%,0.76%,-18.09%,10.24%,8.03%,15.60%
Other Income,0.29,0.23,0.25,0.27,0.50,0.31,16.11,0.93,1.70,14.54,0.60,0.98,1.76
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,15.64,0.00,0.00,13.69,0.00,-0.43,0.00
  └─ Other income normal,0.29,0.23,0.25,0.27,0.50,0.31,0.47,0.93,1.70,0.85,0.60,1.41,1.76
Interest,0.26,0.21,0.23,0.33,0.25,0.31,0.39,0.23,0.15,0.81,1.09,1.70,2.70
Depreciation,0.45,0.34,0.34,0.34,0.68,0.60,0.60,0.66,0.50,2.15,3.42,3.70,9.41
Profit before tax,-0.63,-0.19,-0.16,-0.34,-0.94,-0.13,11.89,-0.07,1.27,8.10,-0.48,-1.16,-3.84
Tax %,14.29%,68.42%,25.00%,170.59%,-21.28%,161.54%,16.48%,528.57%,42.52%,26.54%,0.00%,51.72%,-30.21%
Net Profit,-0.72,-0.32,-0.20,-0.92,-0.74,-0.33,9.93,-0.43,0.73,5.93,-0.48,-1.76,-2.69
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,2,0,2,3
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,14,-0,-0,12,-0,-0,-0
  └─ Profit excl Excep,-1,-0,-0,-1,-1,-0,-4,-0,1,-6,-0,-2,-3
  └─ Profit for PE,-1,-0,-0,-1,-1,-0,-4,-0,1,-4,-0,0,0
  └─ Profit for EPS,-1,-0,-0,-1,-1,-0,10,-0,1,8,-0,0,0
  └─ YOY Profit Growth %,10%,-391%,-136%,-280%,-3%,-3%,-1775%,53%,199%,-1024%,96%,153%,-55%
EPS in Rs,-0.21,-0.09,-0.06,-0.27,-0.21,-0.10,2.87,-0.12,0.21,1.50,-0.03,0.00,0.06
Raw PDF,,,,,,,,,,,,,
