Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,137.42,138.16,135.11,144.31,138.40,128.25,116.95,148.38,167.21,149.54,136.44,158.59,178.26
  └─ YOY Sales Growth %,27.86%,43.14%,30.65%,26.29%,0.71%,-7.17%,-13.44%,2.82%,20.82%,16.60%,16.67%,6.88%,6.61%
Expenses,127.19,128.30,121.81,137.64,126.79,117.77,105.41,141.40,158.40,137.84,130.22,143.88,172.54
  └─ Material Cost %,90%,90%,88%,92%,88%,89%,88%,93%,92%,90%,93%,87%,95%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,0%
Operating Profit,10.23,9.86,13.30,6.67,11.61,10.48,11.54,6.98,8.81,11.70,6.22,14.71,5.72
OPM %,7.44%,7.14%,9.84%,4.62%,8.39%,8.17%,9.87%,4.70%,5.27%,7.82%,4.56%,9.28%,3.21%
Other Income,-1.35,0.09,0.00,0.20,1.59,0.20,-0.10,0.36,-0.07,0.00,0.07,0.00,1.28
  └─ Exceptional items,0.29,0.00,0.00,0.00,0.83,0.16,-0.10,0.00,-0.15,0.00,0.00,0.00,-0.01
  └─ Other income normal,-1.64,0.09,0.00,0.20,0.76,0.04,0.00,0.36,0.08,0.00,0.07,0.00,1.29
Interest,3.50,3.61,3.98,3.39,4.70,4.19,3.60,4.35,4.24,5.35,3.56,3.64,2.29
Depreciation,1.18,1.41,1.41,1.50,1.46,1.37,1.41,1.39,1.33,1.19,1.20,1.20,1.23
Profit before tax,4.20,4.93,7.91,1.98,7.04,5.12,6.43,1.60,3.17,5.16,1.53,9.87,3.48
Tax %,0.24%,10.55%,2.28%,9.09%,3.12%,24.22%,24.73%,1.25%,65.62%,24.22%,22.88%,0.20%,70.11%
Net Profit,4.20,4.40,7.73,1.81,6.82,3.88,4.84,1.58,1.09,3.91,1.19,9.86,1.04
  └─ Exceptional items AT,0.12,0.00,0.00,0.00,0.77,0.12,-0.08,0.00,-0.05,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,4.08,4.40,7.73,1.81,6.05,3.76,4.92,1.58,1.14,3.91,1.19,9.86,1.04
  └─ Profit for PE,4.08,4.40,7.73,1.81,6.05,3.76,4.92,1.58,1.14,3.91,1.19,9.86,1.04
  └─ Profit for EPS,4.20,4.40,7.73,1.81,6.82,3.88,4.84,1.58,1.09,3.91,1.19,9.86,1.04
  └─ YOY Profit Growth %,89.77%,14.58%,75.68%,30.22%,48.28%,-14.55%,-36.35%,-12.71%,-81.16%,3.99%,-75.81%,524.05%,-8.77%
EPS in Rs,0.42,0.44,0.77,0.18,0.68,0.39,0.48,0.16,0.11,0.39,0.12,0.98,0.10
Raw PDF,,,,,,,,,,,,,
