Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,367,333,346,329,361,390,369,774,402,441,850,858,920
  └─ YOY Sales Growth %,-4%,-2%,2%,-12%,-1%,17%,7%,135%,11%,13%,131%,11%,129%
Expenses,370,341,331,307,329,348,330,674,355,389,677,683,736
  └─ Material Cost %,60.47%,58.46%,54.85%,54.84%,53.86%,54.92%,52.97%,48.70%,49.72%,53.14%,44.51%,45.54%,44.87%
  └─ Employee Cost %,17.61%,19.26%,19.18%,17.57%,17.22%,15.90%,18.19%,18.66%,19.12%,17.91%,16.37%,16.04%,16.29%
Operating Profit,-3,-8,15,22,32,42,39,100,46,52,173,176,184
OPM %,-1%,-2%,4%,7%,9%,11%,11%,13%,12%,12%,20%,20%,20%
Other Income,-60,-23,10,7,-1,3,0,4,1,3,6,-27,16
  └─ Exceptional items,-61.60,-23.51,8.07,2.76,-4.71,0.00,-4.32,-2.89,-0.34,-1.25,-1.70,-41.26,0.00
  └─ Other income normal,1.74,0.79,1.65,4.52,4.00,2.68,4.51,6.66,1.66,3.87,7.46,13.98,15.92
Interest,11,10,13,13,12,16,14,21,15,14,18,17,15
Depreciation,15,14,15,15,16,16,17,58,16,15,59,59,60
Profit before tax,-89,-56,-3,1,3,12,8,24,16,26,102,73,125
Tax %,4%,-38%,123%,-617%,52%,24%,20%,-71%,36%,31%,29%,34%,47%
Net Profit,-92,-35,-7,11,1,9,6,42,10,18,73,49,66
  └─ Minority share,-1,-0,-2,-2,-2,-3,-4,3,-1,-3,-18,-10,-14
  └─ Exceptional items AT,-58,-24,-10,-2,-1,0,0,-0,-0,-1,-1,-12,0
  └─ Profit excl Excep,-34,-11,3,12,3,9,6,42,10,18,74,60,66
  └─ Profit for PE,-35,-11,1,10,0,7,3,45,9,15,56,48,52
  └─ Profit for EPS,-94,-35,-8,8,-1,7,3,45,9,14,55,38,52
  └─ YOY Profit Growth %,-501%,4%,133%,209%,101%,157%,113%,367%,2660%,127%,2049%,6%,455%
EPS in Rs,-3.75,-1.40,-0.34,0.33,-0.04,0.26,0.10,1.78,0.37,0.57,2.18,0.88,1.19
Raw PDF,,,,,,,,,,,,,
