Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,616,639,619,634,614,606,558,610,726,702,758,731,847
  └─ YOY Sales Growth %,20.83%,18.12%,17.35%,15.99%,-0.30%,-5.17%,-9.84%,-3.90%,18.29%,15.73%,35.83%,19.97%,16.68%
Expenses,479,492,501,504,477,487,477,491,524,560,605,631,664
  └─ Employee Cost %,51%,50%,53%,53%,58%,60%,67%,61%,57%,59%,59%,62%,59%
Operating Profit,137,148,118,131,136,119,81,119,202,142,153,100,183
OPM %,22%,23%,19%,21%,22%,20%,15%,19%,28%,20%,20%,14%,22%
Other Income,20,13,13,20,9,17,29,16,23,33,32,-9,40
  └─ Exceptional items,0.00,0.00,0.00,0.00,-12.51,0.00,0.00,0.00,0.00,0.00,0.00,-30.84,0.00
  └─ Other income normal,20.23,13.38,12.64,19.83,21.94,16.55,28.74,15.62,22.64,32.68,32.45,22.22,39.58
Interest,0,1,1,1,1,1,1,1,1,1,1,1,2
Depreciation,33,34,34,34,35,37,39,40,41,48,49,53,59
Profit before tax,124,127,97,116,110,98,70,94,182,125,136,37,162
Tax %,26%,26%,27%,27%,33%,24%,25%,24%,25%,25%,25%,26%,26%
Net Profit,91,94,71,85,73,75,52,71,136,94,102,27,120
  └─ Minority share,-0,-0,-0,-1,-0,-0,0,-1,-1,1,0,1,0
  └─ Exceptional items AT,0,0,0,0,-13,0,0,0,0,0,0,-17,0
  └─ Profit excl Excep,91,94,71,85,86,75,52,71,136,94,102,44,120
  └─ Profit for PE,91,93,70,84,85,74,53,70,135,94,102,45,120
  └─ Profit for EPS,91,93,70,84,73,74,53,70,135,94,102,28,120
  └─ YOY Profit Growth %,-5%,36%,54%,36%,-6%,-20%,-25%,-17%,58%,27%,94%,-35%,-11%
EPS in Rs,6.68,6.87,5.16,6.17,5.33,5.43,3.82,5.06,9.75,6.80,7.35,2.04,8.61
Raw PDF,,,,,,,,,,,,,
