Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1192,1079,1194,1325,1394,1230,1371,1388,1469,1353,1511,1565,1677
  └─ YOY Sales Growth %,14.77%,14.28%,16.62%,17.37%,16.94%,13.97%,14.76%,4.76%,5.34%,9.97%,10.26%,12.76%,14.16%
Expenses,1023,932,1027,1134,1208,1056,1174,1187,1255,1158,1288,1331,1436
  └─ Material Cost %,72%,72%,72%,72%,72%,72%,72%,71%,71%,72%,71%,71%,71%
  └─ Employee Cost %,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
Operating Profit,169,147,167,191,186,174,196,201,214,195,223,234,241
OPM %,14%,14%,14%,14%,13%,14%,14%,14%,15%,14%,15%,15%,14%
Other Income,1,1,0,2,11,1,1,2,2,1,1,2,5
  └─ Other income normal,0.64,0.99,0.25,1.90,11.00,0.66,0.93,1.59,2.08,0.93,1.09,2.29,4.89
Interest,33,26,25,25,25,24,23,22,22,22,22,19,18
Depreciation,45,45,46,42,40,41,42,43,44,45,46,46,47
Profit before tax,92,76,96,126,133,110,133,137,150,129,157,171,181
Tax %,29%,25%,25%,26%,29%,27%,25%,25%,25%,25%,25%,25%,26%
Net Profit,65,57,71,93,94,80,100,102,112,97,117,129,134
  └─ Minority share,-2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2
  └─ Profit excl Excep,65,57,71,93,94,80,100,102,112,97,117,129,134
  └─ Profit for PE,64,56,70,92,92,79,98,101,110,95,115,126,132
  └─ Profit for EPS,64,56,70,92,92,79,98,101,110,95,115,126,132
  └─ YOY Profit Growth %,15%,26%,41%,50%,45%,41%,40%,10%,19%,20%,17%,25%,20%
EPS in Rs,1.41,1.24,1.56,2.02,2.03,1.75,2.17,2.22,2.41,2.10,2.54,2.56,2.67
Raw PDF,,,,,,,,,,,,,
