Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,689.65,682.14,739.14,723.31,696.87,735.46,694.33,691.50,656.91,656.94,629.57,611.37,617.22
  └─ YOY Sales Growth %,-9.82%,6.95%,20.48%,-1.83%,1.05%,7.82%,-6.06%,-4.40%,-5.73%,-10.68%,-9.33%,-11.59%,-6.04%
Expenses,567.58,534.45,591.85,566.71,552.26,589.18,555.76,579.98,539.13,536.27,530.50,516.29,567.51
  └─ Material Cost %,53%,42%,44%,44%,42%,48%,48%,55%,50%,54%,56%,53%,57%
  └─ Employee Cost %,10%,11%,10%,10%,11%,10%,10%,9%,10%,10%,10%,12%,11%
Operating Profit,122.07,147.69,147.29,156.60,144.61,146.28,138.57,111.52,117.78,120.67,99.07,95.08,49.71
OPM %,17.70%,21.65%,19.93%,21.65%,20.75%,19.89%,19.96%,16.13%,17.93%,18.37%,15.74%,15.55%,8.05%
Other Income,2.23,4.40,9.01,1.79,5.94,2.62,5.98,31.39,-69.53,4.08,77.70,25.89,104.47
  └─ Exceptional items,0,0,0,0,0,0,0,0,-95,0,0,0,0
  └─ Other income normal,2,4,9,2,6,3,6,31,25,4,78,26,104
Interest,48.43,66.37,72.39,74.85,82.85,81.83,80.74,78.02,75.11,72.08,75.45,75.14,67.91
Depreciation,40.00,41.35,40.85,38.26,37.64,37.64,38.06,38.15,37.58,38.35,37.32,34.63,53.92
Profit before tax,35.87,44.37,43.06,45.28,30.06,29.43,25.75,26.74,-64.44,14.32,64.00,11.20,32.35
Tax %,37.69%,34.30%,33.16%,31.18%,21.02%,30.14%,15.73%,17.91%,-118.73%,25.35%,34.08%,31.96%,94.65%
Net Profit,22.35,29.15,28.78,31.16,23.74,20.56,21.70,21.84,11.94,10.90,42.00,7.66,1.41
  └─ Profit from Associates,0,0,0,0,0,0,0,-0,-0,0,-0,0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,-84,0,0,0,0
  └─ Profit excl Excep,22,29,29,31,24,21,22,22,96,11,42,8,1
  └─ Profit for PE,22,29,29,31,24,21,22,22,96,11,42,8,1
  └─ Profit for EPS,22,29,29,31,24,21,22,22,12,11,42,8,1
  └─ YOY Profit Growth %,178%,153%,185%,1316%,6%,-29%,-25%,-30%,305%,-47%,94%,-65%,-99%
EPS in Rs,2.27,2.96,2.92,3.16,2.41,2.09,2.20,1.74,0.95,0.87,3.34,0.61,0.11
Raw PDF,,,,,,,,,,,,,
