Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1484,3239,1866,1774,2419,3141,1825,1360,561,468,498,539,616
  └─ YOY Sales Growth %,-8.47%,141.73%,20.44%,-4.15%,63.06%,-3.03%,-2.16%,-23.30%,-76.80%,-85.10%,-72.73%,-60.36%,9.70%
Expenses,1427,3323,2084,1945,2609,3289,2005,1382,542,464,498,530,585
  └─ Employee Cost %,20.71%,9.86%,18.53%,19.09%,12.88%,11.48%,18.68%,19.68%,32.73%,39.67%,42.80%,36.46%,32.00%
Operating Profit,57,-84,-218,-172,-190,-148,-179,-22,19,4,-0,10,30
OPM %,4%,-3%,-12%,-10%,-8%,-5%,-10%,-2%,3%,1%,-0%,2%,5%
Other Income,35,221,224,187,176,174,270,-1225,40,231,124,69,26
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1425.73,-10.06,150.64,0.00,-20.71,-12.13
  └─ Other income normal,35.01,220.84,223.56,186.91,176.32,174.41,270.14,200.82,49.73,80.47,123.65,89.28,37.66
Interest,79,68,66,74,114,150,170,102,55,52,48,50,54
Depreciation,36,41,57,43,69,70,69,52,33,34,34,33,32
Profit before tax,-23,27,-118,-102,-197,-194,-148,-1400,-29,149,41,-5,-30
Tax %,54%,-6%,1%,0%,-1%,1%,3%,-0%,0%,0%,0%,0%,0%
Net Profit,-35,29,-119,-102,-196,-195,-152,-1400,-29,149,41,-5,-30
  └─ Minority share,-1.59,-67.90,36.10,43.49,85.56,69.96,56.47,-35.54,-1.22,-0.82,-0.57,-0.69,-0.91
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1425.73,-10.06,150.64,0.00,-20.71,-12.12
  └─ Profit excl Excep,-35.19,29.17,-119.18,-102.31,-195.68,-195.36,-152.31,25.82,-19.03,-1.79,41.25,15.42,-17.49
  └─ Profit for PE,-36.78,-38.73,-83.08,-58.82,-110.12,-125.40,-95.84,-9.72,-20.25,-1.78,40.68,14.73,-18.40
  └─ Profit for EPS,-36.78,-38.73,-83.08,-58.82,-110.12,-125.40,-95.84,-1435.45,-30.31,148.03,40.68,-5.98,-30.52
  └─ YOY Profit Growth %,-159.47%,-1066.57%,-127.68%,-665.89%,-199.40%,-223.78%,-15.36%,83.48%,81.61%,98.58%,142.45%,251.54%,9.14%
EPS in Rs,-0.35,-0.37,-0.79,-0.56,-1.05,-1.20,-0.92,-9.31,-0.20,0.96,0.26,-0.04,-0.20
Raw PDF,,,,,,,,,,,,,
