Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,38152,35983,32776,36154,38213,36465,31182,36859,37825,35842,30187,34924,46490
  └─ YOY Sales Growth %,16.64%,2.54%,9.85%,2.80%,0.16%,1.34%,-4.86%,1.95%,-1.02%,-1.71%,-3.19%,-5.25%,22.91%
Expenses,28819,22431,22738,23183,26826,22126,22565,24541,26034,23321,23471,25593,33817
  └─ Material Cost %,2.94%,9.96%,12.08%,5.79%,1.10%,8.30%,10.45%,6.19%,1.00%,7.56%,11.99%,5.99%,-0.17%
  └─ Employee Cost %,44.52%,33.43%,35.53%,32.01%,35.42%,31.41%,35.62%,29.45%,31.96%,30.55%,35.55%,37.85%,24.79%
Operating Profit,9333,13552,10038,12971,11388,14339,8617,12317,11790,12521,6716,9331,12673
OPM %,24%,38%,31%,36%,30%,39%,28%,33%,31%,35%,22%,27%,27%
Other Income,2291,1538,2074,2489,2318,1970,1642,2214,4106,1760,2350,2680,5244
  └─ Other income normal,2291,1538,2074,2489,2318,1970,1642,2214,4106,1760,2350,2680,5244
Interest,195,178,182,227,232,209,208,226,241,265,287,321,344
Depreciation,1860,1527,1594,1723,1892,1952,1898,2513,2782,2307,2664,2218,2947
Profit before tax,9569,13385,10336,13510,11582,14147,8153,11792,12873,11709,6115,9473,14627
Tax %,28%,22%,22%,24%,26%,23%,23%,28%,25%,25%,30%,24%,25%
Net Profit,6869,10498,8049,10292,8530,10944,6275,8491,9593,8734,4263,7166,10908
  └─ Minority share,6,30,0,-38,42,16,14,14,11,9,92,-9,-69
  └─ Profit excl Excep,6869,10498,8049,10292,8530,10944,6275,8491,9593,8734,4263,7166,10908
  └─ Profit for PE,6875,10528,8049,10253,8572,10959,6289,8506,9604,8743,4354,7157,10839
  └─ Profit for EPS,6875,10528,8049,10253,8572,10959,6289,8506,9604,8743,4354,7157,10839
  └─ YOY Profit Growth %,3%,19%,33%,32%,25%,4%,-22%,-17%,12%,-20%,-31%,-16%,13%
EPS in Rs,11.16,17.08,13.06,16.64,13.91,17.78,10.21,13.80,15.58,14.19,7.07,11.61,17.59
Raw PDF,,,,,,,,,,,,,
