Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,350,326,381,326,322,387,382,334,343,401,429,367,374
  └─ YOY Sales Growth %,19.13%,5.85%,11.52%,-32.34%,-8.03%,18.57%,0.45%,2.59%,6.42%,3.58%,12.15%,9.74%,9.20%
Expenses,269,330,409,285,241,372,393,305,254,401,439,339,287
  └─ Material Cost %,62%,87%,94%,72%,59%,85%,89%,77%,58%,88%,90%,76%,61%
  └─ Employee Cost %,6%,6%,5%,6%,7%,5%,5%,7%,8%,6%,5%,7%,7%
Operating Profit,81,-3,-29,41,81,15,-10,29,89,-1,-10,28,88
OPM %,23%,-1%,-8%,13%,25%,4%,-3%,9%,26%,-0%,-2%,8%,23%
Other Income,0,1,26,0,1,1,0,64,5,1,0,-14,11
  └─ Exceptional items,-0.51,0.00,0.00,0.00,0.00,0.00,0.00,61.28,0.00,0.00,0.00,-14.95,9.43
  └─ Other income normal,0.82,0.55,26.15,0.44,0.55,0.66,0.44,2.97,5.10,0.73,0.36,1.12,1.51
Interest,6,10,7,3,10,13,8,1,7,11,4,1,6
Depreciation,9,8,8,9,10,8,8,9,9,7,7,8,8
Profit before tax,66,-20,-18,29,63,-6,-27,83,78,-18,-22,5,84
Tax %,21%,-24%,-38%,39%,25%,-21%,-24%,13%,21%,-25%,-25%,28%,25%
Net Profit,52,-16,-11,18,47,-5,-20,73,62,-14,-16,4,63
  └─ Exceptional items AT,-0,0,0,0,0,0,0,53,0,0,0,-13,7
  └─ Profit excl Excep,53,-16,-11,18,47,-5,-20,19,62,-14,-16,17,56
  └─ Profit for PE,53,-16,-11,18,47,-5,-20,19,62,-14,-16,17,56
  └─ Profit for EPS,52,-16,-11,18,47,-5,-20,73,62,-14,-16,4,63
  └─ YOY Profit Growth %,55%,-42%,65%,234%,-10%,71%,-77%,9%,31%,-196%,20%,-9%,-10%
EPS in Rs,13.33,-3.99,-2.92,4.50,12.04,-1.17,-5.16,18.54,15.77,-3.46,-4.12,1.00,16.06
Raw PDF,,,,,,,,,,,,,
