Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3682,3407,3459,3556,3597,3517,3698,3759,3948,3914,4023,4068,4163
  └─ YOY Sales Growth %,53.04%,6.67%,-2.69%,-4.17%,-2.31%,3.22%,6.91%,5.70%,9.75%,11.30%,8.81%,8.21%,5.45%
Expenses,3221,2765,2802,2994,3076,2940,3163,3397,3455,3403,3582,3597,3742
  └─ Material Cost %,76%,69%,69%,72%,71%,71%,73%,78%,75%,75%,78%,76%,77%
  └─ Employee Cost %,1%,1%,1%,2%,2%,1%,1%,1%,1%,1%,1%,2%,1%
Operating Profit,461,642,657,562,521,576,535,362,493,511,441,471,421
OPM %,13%,19%,19%,16%,14%,16%,14%,10%,12%,13%,11%,12%,10%
Other Income,139,129,152,140,161,157,174,170,202,164,178,167,166
  └─ Other income normal,139,129,152,140,161,157,174,170,202,164,178,167,166
Interest,3,2,2,2,3,2,2,2,4,3,3,2,8
Depreciation,94,99,102,102,111,114,119,122,121,124,128,132,133
Profit before tax,503,670,704,599,569,617,588,408,570,548,488,503,447
Tax %,21%,22%,22%,21%,24%,22%,23%,20%,20%,22%,21%,22%,24%
Net Profit,398,522,553,475,433,480,454,325,453,428,385,392,339
  └─ Minority share,0,0,0,1,0,1,1,1,2,1,1,2,2
  └─ Profit excl Excep,398,522,553,475,433,480,454,325,453,428,385,392,339
  └─ Profit for PE,398,522,553,477,434,481,455,327,455,429,386,394,341
  └─ Profit for EPS,398,522,553,477,434,481,455,327,455,429,386,394,341
  └─ YOY Profit Growth %,-8%,8%,29%,43%,9%,-8%,-18%,-31%,5%,-11%,-15%,21%,-25%
EPS in Rs,2.84,3.73,3.95,3.40,3.10,3.44,3.25,2.33,3.25,3.06,2.76,2.81,2.43
Raw PDF,,,,,,,,,,,,,
