Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,148,113,70,82,207,127,199,212,401,219,301,345,632
  └─ YOY Sales Growth %,38%,-9%,25%,-24%,40%,13%,183%,157%,94%,73%,51%,63%,57%
Expenses,125,92,54,65,177,105,158,169,331,171,235,270,501
  └─ Material Cost %,77%,71%,62%,59%,74%,67%,68%,68%,74%,64%,68%,68%,72%
  └─ Employee Cost %,2%,3%,5%,5%,2%,5%,4%,4%,3%,6%,4%,4%,2%
Operating Profit,23,21,16,17,30,22,40,43,70,48,66,75,131
OPM %,15%,19%,23%,21%,15%,18%,20%,20%,18%,22%,22%,22%,21%
Other Income,3,0,1,1,10,8,3,1,7,1,3,3,2
  └─ Other income normal,2.65,0.37,1.25,0.84,10.14,8.02,3.38,0.76,7.45,1.12,2.70,2.58,2.12
Interest,2,2,3,3,4,5,8,7,9,9,9,11,16
Depreciation,1,2,2,2,2,2,3,3,5,6,6,9,9
Profit before tax,23,17,12,12,34,23,33,34,65,35,54,57,108
Tax %,30%,11%,30%,26%,26%,20%,24%,22%,29%,27%,33%,28%,27%
Net Profit,15,15,8,9,25,18,25,26,46,25,36,41,79
  └─ Profit from Associates,-0,-0,-0,0,0,-0,0,0,0,0,0,0,0
  └─ Profit excl Excep,15,15,8,9,25,18,25,26,46,25,36,41,79
  └─ Profit for PE,15,15,8,9,25,18,25,26,46,25,36,41,79
  └─ Profit for EPS,15,15,8,9,25,18,25,26,46,25,36,41,79
  └─ YOY Profit Growth %,185%,53%,22%,-21%,61%,19%,205%,185%,84%,40%,44%,57%,72%
EPS in Rs,2.32,2.28,1.23,1.39,3.73,2.73,3.74,3.96,6.87,3.80,5.37,6.18,11.64
Raw PDF,,,,,,,,,,,,,
