Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,605,555,502,488,554,585,583,558,480,470,465,465,524
  └─ YOY Sales Growth %,16.97%,-15.86%,-11.84%,-5.84%,-8.43%,5.38%,16.19%,14.34%,-13.34%,-19.67%,-20.18%,-16.62%,9.20%
Expenses,541,496,476,494,528,523,520,511,433,471,445,457,458
  └─ Material Cost %,79%,78%,82%,88%,83%,77%,76%,79%,73%,81%,77%,83%,73%
  └─ Employee Cost %,3%,4%,4%,4%,4%,4%,4%,4%,5%,5%,5%,5%,5%
Operating Profit,64,59,26,-6,26,62,63,47,47,-1,20,8,67
OPM %,11%,11%,5%,-1%,5%,11%,11%,8%,10%,-0%,4%,2%,13%
Other Income,6,7,7,7,9,9,4,8,5,10,6,5,5
  └─ Other income normal,5.87,7.37,7.33,6.61,9.25,9.23,4.06,7.76,4.56,10.02,5.57,5.36,4.92
Interest,7,6,7,8,9,9,16,3,11,9,11,10,11
Depreciation,12,12,13,12,15,16,16,16,16,16,16,16,20
Profit before tax,51,48,14,-20,11,45,34,36,25,-16,-1,-13,40
Tax %,25%,26%,28%,-24%,20%,23%,24%,21%,23%,-17%,42%,-16%,30%
Net Profit,38,36,10,-15,9,35,26,29,19,-13,-2,-11,28
  └─ Profit excl Excep,38.15,35.64,10.08,-15.24,9.04,35.02,26.17,28.54,18.96,-12.99,-2.00,-10.86,28.07
  └─ Profit for PE,38.15,35.64,10.08,-15.24,9.04,35.02,26.17,28.54,18.96,-12.99,-2.00,-10.86,28.07
  └─ Profit for EPS,38.15,35.64,10.08,-15.24,9.04,35.02,26.17,28.54,18.96,-12.99,-2.00,-10.86,28.07
  └─ YOY Profit Growth %,-48.18%,-56.01%,-81.80%,-159.79%,-76.30%,-1.74%,159.62%,287.27%,109.73%,-137.09%,-107.64%,-138.05%,48.05%
EPS in Rs,12.39,11.57,3.27,-4.95,2.94,11.37,8.50,9.27,6.16,-4.22,-0.65,-3.53,9.12
Raw PDF,,,,,,,,,,,,,
