Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,299,306,334,351,375,395,421,450,484,520,544,554,574
  └─ YOY Sales Growth %,32.54%,27.17%,24.36%,22.76%,25.47%,29.22%,26.32%,28.07%,29.24%,31.73%,29.11%,23.01%,18.66%
Interest,78,85,96,98,109,120,128,143,150,160,165,162,161
Expenses,55,45,56,59,61,61,68,67,75,81,91,99,101
  └─ Employee Cost %,11.86%,10.17%,11.80%,10.43%,11.56%,10.98%,10.33%,9.66%,9.65%,9.70%,9.75%,11.72%,10.81%
Financing Profit,166,176,181,194,205,215,225,240,259,279,288,292,312
Financing Margin %,56%,57%,54%,55%,55%,54%,53%,53%,54%,54%,53%,53%,54%
Other Income,12,10,11,13,13,10,14,9,15,10,10,15,19
  └─ Other income normal,12.07,9.75,10.88,13.23,12.66,9.69,14.16,8.94,15.20,9.88,9.65,14.94,18.78
Depreciation,2,2,3,2,2,3,3,3,3,3,3,3,4
Profit before tax,176,183,190,205,215,222,237,246,271,286,294,304,328
Tax %,23%,22%,22%,23%,24%,23%,23%,22%,24%,23%,23%,22%,20%
Net Profit,135,142,148,158,164,172,182,190,207,219,227,236,261
  └─ Profit excl Excep,135,142,148,158,164,172,182,190,207,219,227,236,261
  └─ Profit for PE,135,142,148,158,164,172,182,190,207,219,227,236,261
  └─ Profit for EPS,135,142,148,158,164,172,182,190,207,219,227,236,261
  └─ YOY Profit Growth %,23%,20%,20%,26%,21%,21%,23%,21%,26%,28%,24%,24%,26%
EPS in Rs,2.72,2.86,2.97,3.16,3.29,3.44,3.64,3.81,4.14,4.39,4.53,4.72,5.21
Gross NPA %,1.15%,1.29%,1.19%,1.19%,1.07%,1.32%,1.25%,1.28%,1.19%,1.49%,1.55%,1.56%,1.52%
Net NPA %,0.86%,0.97%,0.89%,0.89%,0.80%,0.98%,0.94%,0.96%,0.89%,1.12%,1.17%,1.18%,1.15%
Raw PDF,,,,,,,,,,,,,
