Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1751,1686,1778,1821,1861,1676,1849,1926,1909,1712,1781,1848,1927
  └─ YOY Sales Growth %,48.27%,34.91%,27.38%,12.56%,6.25%,-0.64%,3.97%,5.76%,2.60%,2.15%,-3.68%,-4.04%,0.93%
Expenses,1429,1371,1453,1495,1526,1411,1552,1648,1611,1484,1567,1614,1705
  └─ Material Cost %,13%,10%,14%,14%,15%,12%,17%,17%,16%,10%,11%,11%,12%
  └─ Employee Cost %,48%,51%,48%,49%,48%,53%,49%,49%,49%,56%,56%,55%,54%
Operating Profit,322,316,326,326,335,265,297,278,298,228,214,235,222
OPM %,18%,19%,18%,18%,18%,16%,16%,14%,16%,13%,12%,13%,12%
Other Income,-16,-1,7,-32,23,21,51,-17,41,70,71,-11,-45
  └─ Exceptional items,-16,-11,-6,-50,0,0,0,0,0,0,21,-42,-71
  └─ Other income normal,0,10,14,19,23,21,51,-17,41,70,50,31,27
Interest,26,28,27,29,32,26,28,20,19,16,16,14,14
Depreciation,73,68,66,66,67,66,66,68,68,68,72,70,68
Profit before tax,208,219,240,200,259,195,254,174,252,214,197,139,95
Tax %,21%,23%,24%,23%,24%,24%,27%,26%,26%,26%,27%,30%,31%
Net Profit,163,169,184,153,197,148,187,128,186,157,143,97,66
  └─ Minority share,0,-1,-5,-6,-8,-4,-8,-5,-16,-4,-15,-5,-11
  └─ Exceptional items AT,-12,-8,-5,-36,0,0,0,0,0,0,11,-27,-17
  └─ Profit excl Excep,175,177,188,189,197,148,187,128,186,157,132,124,82
  └─ Profit for PE,175,176,183,182,189,144,179,122,170,154,117,117,69
  └─ Profit for EPS,163,168,178,147,189,144,179,122,170,154,128,92,55
  └─ YOY Profit Growth %,14%,52%,103%,12%,8%,-18%,-2%,-33%,-10%,7%,-34%,-4%,-60%
EPS in Rs,14.76,15.20,16.10,13.28,17.06,12.97,16.14,11.02,15.35,13.85,11.48,8.26,4.93
Raw PDF,,,,,,,,,,,,,
