Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,20.09,3.41,20.75,21.19,5.61,7.15,24.74,22.35,0.58,12.57,28.65,27.20,-5.64
  └─ YOY Sales Growth %,16%,366%,3%,341%,-72%,110%,19%,5%,-90%,76%,16%,22%,-1072%
Expenses,1.69,1.62,1.83,3.86,3.39,2.15,2.87,4.35,2.51,2.48,2.55,2.35,3.29
  └─ Employee Cost %,1.29%,9.97%,1.69%,1.84%,12.66%,8.11%,2.55%,3.00%,96.55%,5.97%,2.23%,2.72%,
Operating Profit,18.40,1.79,18.92,17.33,2.22,5.00,21.87,18.00,-1.93,10.09,26.10,24.85,-8.93
OPM %,91.59%,52.49%,91.18%,81.78%,39.57%,69.93%,88.40%,80.54%,-332.76%,80.27%,91.10%,91.36%,
Other Income,0.13,1.16,0.96,0.36,0.84,0.25,0.65,0.24,0.38,1.10,0.30,0.22,0.22
  └─ Other income normal,0.13,1.16,0.96,0.36,0.84,0.25,0.65,0.24,0.38,1.10,0.30,0.22,0.22
Interest,0.97,0.43,-0.00,0.03,0.01,-0.00,-0.00,-0.00,0.01,0.01,-0.01,-0.00,-0.00
Depreciation,0.46,0.41,0.41,0.42,0.47,0.64,0.64,0.65,0.63,0.69,0.70,0.69,0.71
Profit before tax,17.10,2.11,19.47,17.24,2.58,4.61,21.88,17.59,-2.19,10.49,25.71,24.38,-9.42
Tax %,16.08%,22.27%,31.84%,34.45%,21.71%,22.34%,23.40%,21.38%,31.51%,21.93%,22.99%,19.44%,0.42%
Net Profit,14.35,1.64,13.27,11.30,2.02,3.58,16.76,13.83,-2.88,8.19,19.80,19.64,-9.46
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0
  └─ Profit excl Excep,14,2,13,11,2,4,17,14,-3,8,20,20,-9
  └─ Profit for PE,14,2,13,11,2,3,16,14,-3,8,20,19,-9
  └─ Profit for EPS,14,2,13,11,2,3,16,14,-3,8,20,19,-9
  └─ YOY Profit Growth %,21%,139%,-27%,1671%,-86%,120%,27%,24%,-234%,128%,20%,41%,-238%
EPS in Rs,13.45,1.49,12.17,10.53,1.89,3.28,15.41,13.03,-2.54,7.47,18.44,18.37,-8.59
Raw PDF,,,,,,,,,,,,,
