Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3382,4376,4415,5223,4525,5528,6065,7278,6182,7268,7856,10343,10275
  └─ YOY Sales Growth %,18%,31%,27%,34%,34%,26%,37%,39%,37%,31%,30%,42%,66%
Expenses,3125,4053,4101,4853,4229,5159,5738,6848,5782,6760,7359,9593,9539
  └─ Material Cost %,84%,85%,86%,85%,86%,86%,87%,88%,86%,86%,87%,87%,87%
  └─ Employee Cost %,4%,3%,3%,3%,4%,3%,3%,3%,3%,3%,3%,2%,3%
Operating Profit,257,323,314,370,296,368,327,430,399,508,497,750,736
OPM %,8%,7%,7%,7%,7%,7%,5%,6%,6%,7%,6%,7%,7%
Other Income,-19,12,13,20,39,30,26,40,41,46,51,23,46
  └─ Exceptional items,-33.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.50,0.00
  └─ Other income normal,14.62,11.65,13.13,20.13,38.72,29.82,25.99,40.10,40.82,46.27,51.41,64.18,46.16
Interest,80,82,82,82,78,85,90,88,96,104,95,104,130
Depreciation,63,64,67,70,74,75,85,89,93,98,103,109,113
Profit before tax,95,188,178,239,184,237,178,294,251,353,350,560,539
Tax %,26%,24%,24%,24%,25%,25%,27%,26%,25%,25%,26%,26%,24%
Net Profit,70,144,135,180,137,178,130,219,188,264,261,416,410
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,-22,0,0,0,0,0,0,0,0,0,0,-28,0
  └─ Profit excl Excep,92,144,135,180,137,178,130,219,188,264,261,445,410
  └─ Profit for PE,92,144,135,181,138,178,131,219,188,264,261,445,410
  └─ Profit for EPS,70,144,135,181,138,178,131,219,188,264,261,416,410
  └─ YOY Profit Growth %,27%,33%,27%,21%,50%,24%,-3%,21%,36%,49%,99%,103%,118%
EPS in Rs,0.68,1.40,1.31,1.75,1.34,1.72,1.27,2.12,1.82,2.56,2.52,4.03,3.97
Raw PDF,,,,,,,,,,,,,
