Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,404,407,457,416,417,432,444,449,442,462,499,555,575
  └─ YOY Sales Growth %,17.77%,8.48%,14.84%,4.21%,3.11%,6.21%,-2.90%,7.84%,6.20%,6.94%,12.28%,23.64%,29.90%
Expenses,350,354,375,354,363,371,376,378,372,392,427,462,474
  └─ Employee Cost %,70%,68%,63%,68%,71%,69%,68%,67%,67%,66%,66%,64%,63%
Operating Profit,54,53,82,63,54,61,68,71,71,70,72,94,101
OPM %,13%,13%,18%,15%,13%,14%,15%,16%,16%,15%,14%,17%,18%
Other Income,5,4,0,2,2,4,2,4,2,47,2,-22,20
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.58,0.00
  └─ Other income normal,5.21,4.42,0.13,1.77,1.95,4.26,1.57,3.54,2.28,46.97,1.74,2.98,20.15
Interest,2,2,3,3,3,2,2,2,1,2,4,7,10
Depreciation,10,10,17,17,17,17,17,16,15,16,17,19,22
Profit before tax,48,46,62,44,36,47,52,57,57,99,53,46,90
Tax %,25%,68%,29%,-3%,24%,47%,23%,31%,32%,24%,34%,20%,27%
Net Profit,36,14,44,46,27,25,40,39,39,76,35,36,65
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-18,0
  └─ Profit excl Excep,36,14,44,46,27,25,40,39,39,76,35,54,65
  └─ Profit for PE,36,14,44,46,27,25,40,39,39,76,35,54,65
  └─ Profit for EPS,36,14,44,46,27,25,40,39,39,76,35,36,65
  └─ YOY Profit Growth %,21%,-55%,20%,11%,-23%,72%,-9%,-15%,40%,205%,-11%,39%,70%
EPS in Rs,3.03,1.22,3.72,3.88,2.32,2.10,3.37,3.30,3.26,6.41,2.98,3.08,5.52
Raw PDF,,,,,,,,,,,,,
