Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,107,37,97,120,227,88,104,94,191,99,178,203,338
  └─ YOY Sales Growth %,,,,,111%,140%,7%,-22%,-16%,13%,72%,116%,77%
Expenses,89,29,75,79,192,79,92,87,176,96,162,177,292
  └─ Material Cost %,30%,40%,63%,56%,70%,63%,71%,72%,82%,79%,78%,74%,76%
  └─ Employee Cost %,26%,22%,9%,7%,12%,19%,11%,15%,2%,13%,8%,8%,7%
Operating Profit,18,8,22,40,35,9,12,7,15,3,17,26,46
OPM %,17%,21%,23%,34%,16%,11%,12%,7%,8%,3%,9%,13%,14%
Other Income,1,1,-0,1,-3,3,3,3,13,4,6,4,6
  └─ Other income normal,1.44,1.37,-0.21,0.79,-2.59,2.76,3.45,3.04,12.71,3.87,5.83,3.59,6.14
Interest,2,2,2,4,3,4,2,5,4,4,3,4,7
Depreciation,3,1,1,2,2,1,1,2,2,2,2,3,3
Profit before tax,14,6,19,36,28,7,12,3,22,2,18,23,43
Tax %,25%,34%,35%,16%,41%,12%,34%,2%,40%,43%,27%,23%,23%
Net Profit,11,4,12,30,17,6,8,3,13,1,13,18,33
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Profit excl Excep,11,4,12,30,17,6,8,3,13,1,13,18,33
  └─ Profit for PE,11,4,12,30,17,6,8,3,13,1,13,18,33
  └─ Profit for EPS,11,4,12,30,17,6,8,3,13,1,13,18,33
  └─ YOY Profit Growth %,,,,,56%,63%,-36%,-90%,-20%,-82%,70%,533%,147%
EPS in Rs,11.10,0.81,2.52,6.18,3.44,1.15,1.39,0.51,2.37,0.20,2.36,3.21,5.84
Raw PDF,,,,,,,,,,,,,
