Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,195.34,195.69,226.82,197.41,216.48,215.76,236.77,222.57,253.16,225.52,271.33,251.56,282.37
  └─ YOY Sales Growth %,-3.71%,-16.21%,2.75%,-1.01%,10.82%,10.26%,4.39%,12.75%,16.94%,4.52%,14.60%,13.03%,11.54%
Expenses,186.16,194.76,215.81,183.30,195.60,193.65,208.15,200.02,233.89,207.46,254.09,238.34,262.91
  └─ Material Cost %,68%,72%,73%,66%,62%,60%,59%,60%,62%,60%,67%,68%,69%
  └─ Employee Cost %,7%,7%,6%,7%,6%,8%,8%,9%,8%,9%,8%,8%,7%
Operating Profit,9.18,0.93,11.01,14.11,20.88,22.11,28.62,22.55,19.27,18.06,17.24,13.22,19.46
OPM %,4.70%,0.48%,4.85%,7.15%,9.65%,10.25%,12.09%,10.13%,7.61%,8.01%,6.35%,5.26%,6.89%
Other Income,0.74,0.57,2.81,2.16,1.74,1.69,2.10,0.09,0.24,0.27,3.00,2.06,4.27
  └─ Other income normal,0.74,0.57,2.81,2.16,1.74,1.69,2.10,0.09,0.24,0.27,3.00,2.06,4.27
Interest,3.15,4.60,5.46,6.87,3.43,4.06,6.34,6.36,8.62,8.07,9.72,9.30,8.66
Depreciation,4.97,4.81,4.94,4.96,5.08,4.89,5.16,6.40,7.23,7.70,7.81,7.82,7.74
Profit before tax,1.80,-7.91,3.42,4.44,14.11,14.85,19.22,9.88,3.66,2.56,2.71,-1.84,7.33
Tax %,33.89%,-23.64%,29.24%,41.22%,28.28%,26.13%,23.10%,27.73%,60.93%,80.47%,73.06%,4.35%,45.70%
Net Profit,1.19,-6.05,2.42,2.61,10.12,10.98,14.78,7.14,1.42,0.50,0.74,-1.92,3.99
  └─ Profit excl Excep,1,-6,2,3,10,11,15,7,1,0,1,-2,4
  └─ Profit for PE,1,-6,2,3,10,11,15,7,1,0,1,-2,4
  └─ Profit for EPS,1,-6,2,3,10,11,15,7,1,0,1,-2,4
  └─ YOY Profit Growth %,-89%,-172%,-62%,-31%,750%,281%,511%,174%,-86%,-95%,-95%,-127%,181%
EPS in Rs,0.35,-1.80,0.72,0.78,3.01,3.26,4.39,2.12,0.42,0.15,0.22,-0.57,1.19
Raw PDF,,,,,,,,,,,,,
