Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,77.66,52.11,22.87,27.51,24.99,20.98,32.52,46.05,73.30,51.58,57.30,58.96,74.87
  └─ YOY Sales Growth %,34.29%,40.95%,-81.88%,-73.30%,-67.82%,-59.74%,42.20%,67.39%,193.32%,145.85%,76.20%,28.03%,2.14%
Expenses,71.97,52.00,25.57,47.76,36.86,22.53,33.19,47.21,74.25,50.37,56.16,57.44,70.70
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,84%,73%,0%,81%,80%,80%
  └─ Employee Cost %,15%,18%,33%,31%,17%,27%,16%,13%,9%,12%,11%,10%,8%
Operating Profit,5.69,0.11,-2.70,-20.25,-11.87,-1.55,-0.67,-1.16,-0.95,1.21,1.14,1.52,4.17
OPM %,7.33%,0.21%,-11.81%,-73.61%,-47.50%,-7.39%,-2.06%,-2.52%,-1.30%,2.35%,1.99%,2.58%,5.57%
Other Income,1.35,3.47,0.73,0.36,0.98,0.68,0.74,0.77,2.00,1.71,1.01,1.80,0.70
  └─ Other income normal,1.35,3.47,0.73,0.36,0.98,0.68,0.74,0.77,2.00,1.71,1.01,1.80,0.70
Interest,0.92,0.40,0.29,0.59,0.54,1.00,1.33,1.52,1.67,1.17,1.48,1.45,0.96
Depreciation,0.77,0.35,0.43,0.49,0.47,0.43,0.41,0.42,0.43,0.38,0.38,0.39,0.38
Profit before tax,5.35,2.83,-2.69,-20.97,-11.90,-2.30,-1.67,-2.33,-1.05,1.37,0.29,1.48,3.53
Tax %,11.21%,30.74%,22.68%,-30.90%,34.87%,3.04%,77.84%,-46.78%,-169.52%,21.90%,72.41%,-6.08%,-28.61%
Net Profit,4.75,1.96,-3.31,-14.49,-16.04,-2.36,-2.97,-1.24,0.74,1.08,0.09,1.57,4.53
  └─ Minority share,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0,-0,0
  └─ Profit excl Excep,5,2,-3,-14,-16,-2,-3,-1,1,1,0,2,5
  └─ Profit for PE,4,2,-4,-14,-16,-2,-3,-1,1,1,-0,1,5
  └─ Profit for EPS,4,2,-4,-14,-16,-2,-3,-1,1,1,-0,1,5
  └─ YOY Profit Growth %,-34%,56%,-127%,-2058%,-459%,-248%,12%,91%,106%,142%,100%,204%,393%
EPS in Rs,14.39,5.42,-11.29,-46.74,-51.68,-7.96,-9.85,-4.30,3.08,3.37,-0.03,4.49,15.17
Raw PDF,,,,,,,,,,,,,
