Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5.74,4.03,6.03,6.36,6.43,6.05,25.78,6.42,39.24,32.64,33.93,33.81,41.87
  └─ YOY Sales Growth %,-64.79%,-75.93%,-6.37%,-63.22%,12.02%,50.12%,327.53%,0.94%,510.26%,439.50%,31.61%,426.64%,6.70%
Expenses,5.91,3.18,3.45,3.64,6.50,4.76,24.30,4.79,36.92,30.53,31.74,31.71,40.46
  └─ Employee Cost %,55.23%,69.23%,40.46%,39.31%,39.97%,48.43%,16.99%,50.00%,11.01%,14.06%,13.82%,14.52%,18.68%
Operating Profit,-0.17,0.85,2.58,2.72,-0.07,1.29,1.48,1.63,2.32,2.11,2.19,2.10,1.41
OPM %,-2.96%,21.09%,42.79%,42.77%,-1.09%,21.32%,5.74%,25.39%,5.91%,6.46%,6.45%,6.21%,3.37%
Other Income,-311.73,4.56,2.76,0.26,12.10,0.91,1.27,0.29,0.99,0.18,3.84,0.75,3.16
  └─ Exceptional items,-311.27,3.03,2.15,-0.19,13.03,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,0.00
  └─ Other income normal,-0.46,1.53,0.61,0.45,-0.93,0.91,1.27,0.29,0.99,0.18,3.84,1.13,3.16
Interest,1.54,0.60,0.36,0.05,0.02,0.08,0.07,0.04,0.22,0.23,0.19,0.31,0.34
Depreciation,1.63,1.12,1.07,0.95,0.94,0.94,1.00,0.97,1.02,0.99,0.99,1.02,1.03
Profit before tax,-315.07,3.69,3.91,1.98,11.07,1.18,1.68,0.91,2.07,1.07,4.85,1.52,3.20
Tax %,-1.64%,-6.50%,1.28%,21.21%,6.50%,22.03%,23.81%,27.47%,58.45%,36.45%,26.39%,21.05%,-0.62%
Net Profit,-309.91,3.94,3.86,1.57,10.35,0.91,1.29,0.66,0.86,0.67,3.57,1.21,3.22
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Exceptional items AT,-311,3,2,-0,12,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,1,1,2,2,-2,1,1,1,1,1,4,2,3
  └─ Profit for PE,1,1,2,2,-2,1,1,1,1,1,4,2,3
  └─ Profit for EPS,-310,4,4,2,10,1,1,1,1,1,4,1,3
  └─ YOY Profit Growth %,-23%,-74%,43%,-50%,-247%,0%,-30%,-62%,144%,-26%,177%,129%,258%
EPS in Rs,-262.27,3.33,3.27,1.08,7.13,0.63,0.89,0.45,0.59,0.46,2.46,0.51,1.28
Raw PDF,,,,,,,,,,,,,
