Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,195.20,192.95,183.49,191.30,224.36,176.83,145.18,186.76,216.42,195.95,161.35,183.34,208.47
  └─ YOY Sales Growth %,15.37%,19.67%,11.97%,-7.33%,14.94%,-8.35%,-20.88%,-2.37%,-3.54%,10.81%,11.14%,-1.83%,-3.67%
Expenses,157.06,162.26,165.56,142.25,176.38,155.27,137.08,186.92,188.73,172.17,141.93,180.90,183.58
  └─ Material Cost %,16.54%,19.20%,24.96%,11.20%,20.98%,15.35%,21.80%,28.28%,28.17%,25.13%,14.37%,27.95%,24.15%
  └─ Employee Cost %,4.28%,5.31%,5.44%,5.49%,4.46%,5.49%,8.13%,5.61%,4.59%,5.74%,5.99%,6.69%,4.64%
Operating Profit,38.14,30.69,17.93,49.05,47.98,21.56,8.10,-0.16,27.69,23.78,19.42,2.44,24.89
OPM %,19.54%,15.91%,9.77%,25.64%,21.39%,12.19%,5.58%,-0.09%,12.79%,12.14%,12.04%,1.33%,11.94%
Other Income,2.91,1.77,2.23,2.06,3.27,2.18,0.85,1.57,5.25,1.40,1.06,1.39,0.21
  └─ Other income normal,2.91,1.77,2.23,2.06,3.27,2.18,0.85,1.57,5.25,1.40,1.06,1.39,0.21
Interest,0.01,0.67,0.77,0.62,0.06,0.72,0.68,0.84,0.52,0.58,0.63,3.55,4.80
Depreciation,8.95,8.96,8.94,8.49,8.23,8.00,7.52,7.05,7.18,6.09,6.20,9.45,9.50
Profit before tax,32.09,22.83,10.45,42.00,42.96,15.02,0.75,-6.48,25.24,18.51,13.65,-9.17,10.80
Tax %,23.87%,24.44%,29.19%,25.24%,26.14%,24.97%,46.67%,-25.31%,27.26%,25.55%,25.05%,-23.88%,26.39%
Net Profit,24.43,17.25,7.40,31.40,31.73,11.27,0.39,-4.84,18.36,13.79,10.22,-6.98,7.94
  └─ Profit excl Excep,24,17,7,31,32,11,0,-5,18,14,10,-7,8
  └─ Profit for PE,24,17,7,31,32,11,0,-5,18,14,10,-7,8
  └─ Profit for EPS,24,17,7,31,32,11,0,-5,18,14,10,-7,8
  └─ YOY Profit Growth %,90%,1%,17%,208%,30%,-35%,-95%,-115%,-42%,22%,2521%,-44%,-57%
EPS in Rs,1.68,1.19,0.50,2.14,2.15,0.76,0.03,-0.33,1.24,0.93,0.69,-0.47,0.54
Raw PDF,,,,,,,,,,,,,
