Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,42.56,36.68,40.07,41.75,42.24,39.29,43.08,33.60,29.88,33.29,40.23,52.67,55.49
  └─ YOY Sales Growth %,49%,27%,15%,3%,-1%,7%,8%,-20%,-29%,-15%,-7%,57%,86%
Expenses,28.58,27.68,27.69,30.71,32.69,31.81,30.74,30.86,32.92,32.82,35.79,47.23,54.46
  └─ Employee Cost %,53%,64%,58%,63%,64%,68%,61%,79%,82%,78%,69%,71%,73%
Operating Profit,13.98,9.00,12.38,11.04,9.55,7.48,12.34,2.74,-3.04,0.47,4.44,5.44,1.03
OPM %,32.85%,24.54%,30.90%,26.44%,22.61%,19.04%,28.64%,8.15%,-10.17%,1.41%,11.04%,10.33%,1.86%
Other Income,0.71,1.06,0.43,0.32,0.62,1.15,0.42,-0.29,2.73,1.97,1.53,1.23,3.53
  └─ Other income normal,0.71,1.06,0.43,0.32,0.62,1.15,0.42,-0.29,2.73,1.97,1.53,1.23,3.53
Interest,0.27,0.18,0.23,0.31,0.21,0.21,0.19,0.15,0.14,0.13,0.12,0.12,0.26
Depreciation,1.17,1.43,1.62,1.67,1.66,1.66,1.75,1.59,1.52,1.50,1.51,1.50,1.46
Profit before tax,13.25,8.45,10.96,9.38,8.30,6.76,10.82,0.71,-1.97,0.81,4.34,5.05,2.84
Tax %,23.70%,25.68%,25.82%,25.27%,22.65%,23.22%,25.97%,23.94%,-20.81%,16.05%,25.35%,22.97%,19.72%
Net Profit,10.11,6.28,8.13,7.01,6.42,5.18,8.00,0.54,-1.56,0.68,3.24,3.89,2.28
  └─ Profit excl Excep,10,6,8,7,6,5,8,1,-2,1,3,4,2
  └─ Profit for PE,10,6,8,7,6,5,8,1,-2,1,3,4,2
  └─ Profit for EPS,10,6,8,7,6,5,8,1,-2,1,3,4,2
  └─ YOY Profit Growth %,115%,103%,19%,-24%,-36%,-18%,-2%,-92%,-124%,-87%,-60%,620%,246%
EPS in Rs,3.58,2.21,2.86,2.47,2.26,1.81,2.80,0.19,-0.55,0.24,1.12,1.35,0.79
Raw PDF,,,,,,,,,,,,,
