Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1625,1466,1433,1964,1905,1550,1826,2533,2425,2041,2041,2842,2765
  └─ YOY Sales Growth %,86.39%,15.82%,16.27%,16.49%,17.22%,5.72%,27.42%,28.98%,27.28%,31.66%,11.76%,12.20%,14.03%
Expenses,1090,1056,1078,1231,1246,1101,1325,1571,1568,1465,1471,1766,1793
  └─ Material Cost %,7.72%,7.87%,7.84%,7.80%,7.34%,7.37%,9.53%,9.89%,9.69%,10.20%,10.20%,9.74%,9.32%
  └─ Employee Cost %,25.95%,29.23%,30.74%,23.86%,24.53%,29.70%,28.61%,22.88%,24.26%,29.28%,28.96%,22.57%,23.74%
Operating Profit,535,410,355,732,660,450,501,962,857,576,570,1076,973
OPM %,33%,28%,25%,37%,35%,29%,27%,38%,35%,28%,28%,38%,35%
Other Income,29,49,48,40,46,46,371,59,59,61,83,334,79
  └─ Exceptional items,-0,0,0,0,0,0,307,0,-3,0,0,276,0
  └─ Other income normal,29,49,48,40,46,46,64,59,62,61,83,58,79
Interest,57,57,59,53,52,50,52,52,54,55,56,56,55
Depreciation,108,109,111,114,120,117,125,134,142,143,145,150,167
Profit before tax,400,294,232,605,535,328,696,834,720,440,453,1203,830
Tax %,24%,28%,31%,28%,26%,29%,18%,26%,25%,27%,30%,22%,25%
Net Profit,339,236,179,477,438,260,583,633,563,329,318,954,645
  └─ Profit from Associates,37,25,19,39,45,26,10,19,23,10,2,20,20
  └─ Minority share,-11,-14,-12,-25,-21,-12,-28,-50,-40,-33,-33,-51,-46
  └─ Exceptional items AT,-0,0,0,0,0,0,253,0,-2,0,0,214,0
  └─ Profit excl Excep,339,236,179,477,438,260,329,633,564,329,318,740,645
  └─ Profit for PE,328,222,167,452,418,248,314,582,524,296,285,701,600
  └─ Profit for EPS,328,222,167,452,418,248,555,582,522,296,285,903,600
  └─ YOY Profit Growth %,467%,26%,48%,18%,27%,12%,88%,29%,25%,19%,-9%,20%,14%
EPS in Rs,2.31,1.57,1.18,3.18,2.93,1.75,3.90,4.09,3.67,2.08,2.00,6.35,4.21
Raw PDF,,,,,,,,,,,,,
