Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,671,783,459,364,562,504,421,412,619,521,504,451,491
  └─ YOY Sales Growth %,43.86%,11.39%,-15.14%,-32.97%,-16.34%,-35.62%,-8.31%,13.00%,10.22%,3.38%,19.73%,9.54%,-20.75%
Expenses,567,689,437,311,465,477,422,370,518,499,495,395,406
  └─ Material Cost %,72%,79%,81%,64%,69%,84%,86%,73%,70%,84%,86%,71%,67%
  └─ Employee Cost %,3%,3%,4%,6%,4%,4%,5%,5%,3%,4%,4%,5%,5%
Operating Profit,104,94,22,54,96,27,-0,42,101,23,10,56,85
OPM %,16%,12%,5%,15%,17%,5%,-0%,10%,16%,4%,2%,12%,17%
Other Income,4,1,5,16,4,4,6,7,1,8,2,6,7
  └─ Other income normal,3.57,1.23,5.24,16.18,4.43,3.98,5.72,6.68,1.39,8.05,1.85,6.13,7.37
Interest,11,14,7,6,15,16,12,10,12,16,10,8,14
Depreciation,16,13,12,16,17,13,13,16,19,14,14,16,18
Profit before tax,82,68,7,48,69,2,-20,22,71,1,-13,37,60
Tax %,26%,33%,28%,33%,25%,28%,-33%,30%,31%,30%,-38%,29%,24%
Net Profit,61,45,5,32,52,2,-13,15,49,1,-8,27,46
  └─ Minority share,-0.31,-0.06,-0.06,-0.06,-0.02,-0.05,-0.06,-0.06,-0.04,-0.06,-0.06,-0.05,-0.06
  └─ Profit excl Excep,60.69,45.41,5.43,31.82,51.86,1.61,-13.42,15.18,49.05,0.91,-7.82,26.54,45.70
  └─ Profit for PE,60.38,45.35,5.37,31.76,51.84,1.56,-13.48,15.12,49.01,0.85,-7.88,26.49,45.64
  └─ Profit for EPS,60.38,45.35,5.37,31.76,51.84,1.56,-13.48,15.12,49.01,0.85,-7.88,26.49,45.64
  └─ YOY Profit Growth %,103.16%,15.39%,-52.94%,-31.52%,-14.14%,-96.56%,-351.02%,-52.39%,-5.46%,-45.51%,41.54%,75.20%,-6.88%
EPS in Rs,9.09,6.83,0.81,4.78,7.93,0.24,-2.06,2.31,7.50,0.13,-1.23,4.12,7.10
Raw PDF,,,,,,,,,,,,,
