Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2444,3030,2767,2882,2520,3091,2775,2975,2704,3201,2827,2984,2868
  └─ YOY Sales Growth %,11.71%,9.78%,3.61%,6.99%,3.14%,2.03%,0.26%,3.24%,7.29%,3.55%,1.91%,0.30%,6.07%
Expenses,2097,2473,2294,2402,2169,2569,2340,2503,2276,2672,2475,2513,2386
  └─ Material Cost %,60%,60%,59%,59%,59%,60%,58%,58%,57%,59%,58%,57%,56%
  └─ Employee Cost %,6%,6%,7%,6%,7%,6%,8%,7%,7%,7%,9%,8%,8%
Operating Profit,347,557,474,480,351,522,434,472,428,528,352,471,482
OPM %,14%,18%,17%,17%,14%,17%,16%,16%,16%,17%,12%,16%,17%
Other Income,15,17,19,20,48,46,30,27,26,3,37,-5,69
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.81,0.00,-53.31,36.83
  └─ Other income normal,15.07,17.35,19.11,20.34,47.90,45.95,29.96,27.48,26.45,39.63,36.80,48.69,32.63
Interest,29,20,21,20,18,15,17,16,15,14,17,14,12
Depreciation,74,78,83,83,87,87,89,89,89,94,97,100,101
Profit before tax,258,476,389,398,294,466,358,394,350,423,275,352,438
Tax %,28%,25%,25%,25%,24%,24%,25%,25%,25%,25%,25%,23%,24%
Net Profit,186,355,292,300,223,354,270,296,263,315,206,271,335
  └─ Minority share,-0,-1,-0,-1,-1,-0,-0,-1,-1,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,-27,0,-39,27
  └─ Profit excl Excep,186,355,292,300,223,354,270,296,263,342,206,310,308
  └─ Profit for PE,186,354,292,300,222,354,270,295,262,342,206,310,307
  └─ Profit for EPS,186,354,292,300,222,354,270,295,262,315,206,271,335
  └─ YOY Profit Growth %,-16%,40%,33%,49%,20%,-0%,-8%,-2%,18%,-3%,-24%,5%,17%
EPS in Rs,1.59,3.04,2.50,2.57,1.91,3.03,2.31,2.53,2.25,2.70,1.77,2.33,2.87
Raw PDF,,,,,,,,,,,,,
