Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,30.20,31.04,61.18,51.61,39.79,77.36,35.38,43.98,47.56,63.11,29.54,34.51,31.98
  └─ YOY Sales Growth %,77.54%,-94.52%,126.34%,94.31%,31.75%,149.23%,-42.17%,-14.78%,19.53%,-18.42%,-16.51%,-21.53%,-32.76%
Interest,2.25,5.70,5.71,5.85,6.29,5.84,4.90,5.13,4.86,4.38,4.98,5.27,5.43
Expenses,16.25,13.79,14.03,29.16,17.67,9.95,9.84,19.93,30.32,22.57,17.85,15.82,15.19
  └─ Material Cost %,10.96%,9.38%,4.71%,22.79%,0.45%,3.30%,7.38%,14.85%,25.88%,11.06%,2.61%,0.00%,2.47%
  └─ Employee Cost %,16.09%,16.66%,8.48%,10.02%,13.75%,7.16%,17.41%,13.80%,13.96%,11.04%,28.03%,24.95%,25.52%
Financing Profit,11.70,11.55,41.44,16.60,15.83,61.57,20.64,18.92,12.38,36.16,6.71,13.42,11.36
Financing Margin %,38.74%,37.21%,67.73%,32.16%,39.78%,79.59%,58.34%,43.02%,26.03%,57.30%,22.71%,38.89%,35.52%
Other Income,0.12,0.00,0.09,0.01,0.32,0.03,1.08,1.29,0.09,0.00,0.00,1.23,1.37
  └─ Other income normal,0.12,0.00,0.09,0.01,0.32,0.03,1.08,1.29,0.09,0.00,0.00,1.23,1.37
Depreciation,1.29,1.15,1.16,1.16,1.14,0.74,1.38,1.07,1.06,0.98,1.12,1.55,1.61
Profit before tax,10.53,10.40,40.37,15.45,15.01,60.86,20.34,19.14,11.41,35.18,5.59,13.10,11.12
Tax %,-12.35%,35.19%,21.48%,27.77%,25.58%,17.09%,12.09%,24.09%,30.67%,26.83%,33.27%,24.89%,23.20%
Net Profit,12.23,5.85,32.17,12.30,11.76,49.84,17.89,14.53,7.91,25.74,3.74,9.85,8.55
  └─ Profit from Associates,0.40,-0.89,0.47,1.15,0.59,-0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,-0.58,-0.76,-0.14,-0.18,-0.55,-0.02,-0.27,-0.20
  └─ Profit excl Excep,12.23,5.85,32.17,12.30,11.76,49.84,17.89,14.53,7.91,25.74,3.74,9.85,8.55
  └─ Profit for PE,12.23,5.85,32.17,12.30,11.76,49.26,17.13,14.39,7.73,25.19,3.72,9.58,8.35
  └─ Profit for EPS,12.23,5.85,32.17,12.30,11.76,49.26,17.13,14.39,7.73,25.19,3.72,9.58,8.35
  └─ YOY Profit Growth %,836.75%,-98.40%,318.34%,32.83%,-3.84%,742.05%,-46.75%,16.99%,-34.27%,-48.86%,-78.28%,-33.43%,8.02%
EPS in Rs,4.30,2.06,11.31,4.32,4.13,17.31,6.02,5.06,2.72,8.85,1.31,3.37,2.93
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
