Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,21.23,21.23,31.35,22.37,16.97,20.27,31.19,26.46,31.74,34.18,37.74,39.64,35.41
  └─ YOY Sales Growth %,-48.28%,-16.84%,-14.76%,-19.50%,-20.07%,-4.52%,-0.51%,18.28%,87.04%,68.62%,21.00%,49.81%,11.56%
Expenses,24.69,24.13,29.97,26.62,21.40,22.63,33.54,30.47,30.54,34.74,34.47,36.39,41.19
  └─ Material Cost %,67%,68%,61%,71%,66%,60%,65%,63%,60%,65%,63%,64%,61%
  └─ Employee Cost %,13%,13%,10%,15%,18%,18%,12%,15%,13%,13%,11%,11%,12%
Operating Profit,-3.46,-2.90,1.38,-4.25,-4.43,-2.36,-2.35,-4.01,1.20,-0.56,3.27,3.25,-5.78
OPM %,-16.30%,-13.66%,4.40%,-19.00%,-26.10%,-11.64%,-7.53%,-15.15%,3.78%,-1.64%,8.66%,8.20%,-16.32%
Other Income,2.15,2.67,3.20,5.90,-1.26,5.79,3.17,1.48,1.99,2.57,2.32,2.19,1.02
  └─ Other income normal,2.15,2.67,3.20,5.90,-1.26,5.79,3.17,1.48,1.99,2.57,2.32,2.19,1.02
Interest,0.10,0.12,0.08,0.11,0.18,0.15,0.27,0.18,0.62,0.25,0.46,0.28,0.30
Depreciation,0.56,0.58,0.59,0.59,0.60,0.66,0.62,0.54,0.52,0.53,0.54,0.50,0.45
Profit before tax,-1.97,-0.93,3.91,0.95,-6.47,2.62,-0.07,-3.25,2.05,1.23,4.59,4.66,-5.51
Tax %,-22.34%,-23.66%,25.83%,82.11%,-35.86%,36.64%,585.71%,-13.85%,-20.00%,34.15%,21.13%,19.96%,10.71%
Net Profit,-1.53,-0.71,2.89,0.17,-4.15,1.66,-0.48,-2.80,2.47,0.81,3.63,3.73,-6.09
  └─ Profit excl Excep,-2,-1,3,0,-4,2,-0,-3,2,1,4,4,-6
  └─ Profit for PE,-2,-1,3,0,-4,2,-0,-3,2,1,4,4,-6
  └─ Profit for EPS,-2,-1,3,0,-4,2,-0,-3,2,1,4,4,-6
  └─ YOY Profit Growth %,-9%,83%,200%,-43%,-171%,334%,-117%,-1747%,160%,-51%,856%,233%,-347%
EPS in Rs,-1.53,-0.71,2.89,0.17,-4.15,1.66,-0.48,-2.80,2.47,0.81,3.63,3.91,-6.38
Raw PDF,,,,,,,,,,,,,
