Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,78.40,57.92,76.50,66.82,86.49,70.81,111.19,76.99,93.99,70.10,79.06,82.26,53.12
  └─ YOY Sales Growth %,-1.38%,-25.78%,-3.10%,0.39%,10.32%,22.25%,45.35%,15.22%,8.67%,-1.00%,-28.90%,6.85%,-43.48%
Expenses,63.04,57.23,58.62,56.49,64.05,49.86,87.57,52.34,71.58,52.47,62.51,63.14,48.94
  └─ Material Cost %,15%,12%,7%,9%,8%,0%,0%,0%,0%,0%,0%,0%,0%
  └─ Employee Cost %,37%,44%,40%,37%,33%,41%,31%,37%,35%,45%,40%,41%,50%
Operating Profit,15.36,0.69,17.88,10.33,22.44,20.95,23.62,24.65,22.41,17.63,16.55,19.12,4.18
OPM %,19.59%,1.19%,23.37%,15.46%,25.95%,29.59%,21.24%,32.02%,23.84%,25.15%,20.93%,23.24%,7.87%
Other Income,7.86,7.89,3.35,7.52,4.66,9.32,12.81,-0.63,1.58,8.87,5.74,10.92,10.23
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,0.00
  └─ Other income normal,7.86,7.89,3.35,7.52,4.66,9.32,12.81,-0.63,1.58,8.87,5.74,9.85,10.23
Interest,3.95,5.41,6.95,6.81,7.85,10.19,8.57,8.30,9.96,10.76,11.31,10.34,4.44
Depreciation,3.51,2.58,2.82,2.86,3.16,2.55,2.83,2.67,3.03,2.62,2.95,2.55,1.92
Profit before tax,15.76,0.59,11.46,8.18,16.09,17.53,25.03,13.05,11.00,13.12,8.03,17.15,8.05
Tax %,16.43%,288.14%,9.77%,24.57%,71.60%,26.35%,18.42%,56.02%,37.82%,22.18%,30.14%,25.31%,24.35%
Net Profit,13.17,-1.11,10.33,6.17,4.58,12.91,20.42,5.74,6.84,10.20,5.61,12.80,6.09
  └─ Minority share,-0.14,-0.17,-0.01,-0.16,-1.06,-0.52,-0.04,-1.73,-1.09,-1.05,-2.70,-0.93,0.05
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00
  └─ Profit excl Excep,13.17,-1.11,10.33,6.17,4.58,12.91,20.42,5.74,6.84,10.20,5.61,12.01,6.09
  └─ Profit for PE,13.03,-1.28,10.32,6.01,3.52,12.39,20.38,4.01,5.75,9.15,2.91,11.14,6.14
  └─ Profit for EPS,13.03,-1.28,10.32,6.01,3.52,12.39,20.38,4.01,5.75,9.15,2.91,11.87,6.14
  └─ YOY Profit Growth %,4553.57%,72.88%,248.65%,2404.17%,-72.99%,1067.97%,97.48%,-33.28%,63.35%,-26.15%,-85.72%,177.74%,6.78%
EPS in Rs,2.49,-0.25,1.98,1.15,0.67,2.37,3.90,0.77,1.10,1.75,0.56,2.27,1.18
Raw PDF,,,,,,,,,,,,,
