Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,956,920,889,958,973,956,907,945,1006,989,1076,1074,1224
  └─ YOY Sales Growth %,15.40%,2.16%,2.71%,5.48%,1.85%,3.82%,2.07%,-1.35%,3.32%,3.52%,18.59%,13.56%,21.71%
Expenses,908,851,829,873,941,908,873,924,957,929,1025,1033,1159
  └─ Material Cost %,86%,82%,83%,80%,86%,83%,83%,85%,82%,81%,83%,84%,80%
  └─ Employee Cost %,2%,2%,2%,2%,2%,3%,3%,2%,2%,3%,2%,3%,2%
Operating Profit,47,69,60,86,32,47,34,22,48,60,51,40,65
OPM %,5%,8%,7%,9%,3%,5%,4%,2%,5%,6%,5%,4%,5%
Other Income,14,17,14,23,24,17,26,6,6,25,14,20,15
  └─ Other income normal,14.29,17.09,13.61,23.45,23.84,17.01,26.00,6.41,6.15,24.52,14.47,19.54,15.42
Interest,7,9,9,10,10,7,8,7,6,6,4,5,5
Depreciation,6,5,5,7,7,6,6,6,6,6,6,6,8
Profit before tax,49,73,60,92,39,51,46,15,42,72,55,49,68
Tax %,26%,24%,21%,27%,21%,22%,33%,17%,31%,23%,27%,22%,30%
Net Profit,36,56,47,67,31,40,31,12,29,56,41,38,47
  └─ Profit excl Excep,36,56,47,67,31,40,31,12,29,56,41,38,47
  └─ Profit for PE,36,56,47,67,31,40,31,12,29,56,41,38,47
  └─ Profit for EPS,36,56,47,67,31,40,31,12,29,56,41,38,47
  └─ YOY Profit Growth %,-42%,-39%,-33%,135%,-15%,-28%,-34%,-81%,-5%,40%,31%,204%,62%
EPS in Rs,5.27,8.05,6.80,9.75,4.46,5.77,4.49,1.81,4.23,8.10,5.92,5.54,6.90
Raw PDF,,,,,,,,,,,,,
