Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2670,2928,3259,2543,2756,2879,3238,2439,3189,5143,5177,4082,4499
  └─ YOY Sales Growth %,9.39%,-3.25%,36.52%,13.11%,3.22%,-1.65%,-0.67%,-4.09%,15.73%,78.62%,59.91%,67.36%,41.05%
Expenses,1931,1706,1379,1432,1587,1462,1553,1525,1985,2355,2181,2052,2249
  └─ Material Cost %,2.96%,0.44%,3.27%,0.16%,0.08%,0.00%,0.00%,0.00%,4.40%,0.65%,0.00%,1.19%,0.09%
  └─ Employee Cost %,2.81%,3.13%,2.65%,3.65%,3.39%,3.76%,3.55%,4.51%,4.11%,3.09%,3.69%,4.74%,4.10%
Operating Profit,739,1222,1880,1111,1169,1418,1685,914,1204,2789,2996,2030,2250
OPM %,28%,42%,58%,44%,42%,49%,52%,37%,38%,54%,58%,50%,50%
Other Income,136,87,134,120,130,167,230,206,313,271,186,111,356
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-65,0
  └─ Other income normal,136,87,134,120,130,167,230,206,313,271,186,176,356
Interest,233,486,514,521,533,511,518,564,675,1306,1418,1485,1608
Depreciation,291,398,409,400,427,375,392,406,482,739,809,829,809
Profit before tax,351,426,1092,310,339,698,1005,150,361,1015,955,-173,188
Tax %,20%,32%,22%,25%,-2%,24%,13%,-5%,-15%,18%,14%,-406%,-205%
Net Profit,282,290,857,232,345,534,877,157,415,836,824,529,574
  └─ Minority share,-10,-0,-7,-1,6,-12,-24,10,-6,-93,-120,-109,-202
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-49,0
  └─ Profit excl Excep,282,290,857,232,345,534,877,157,415,836,824,578,574
  └─ Profit for PE,272,290,850,231,351,522,853,168,408,743,705,459,372
  └─ Profit for EPS,272,290,850,231,351,522,853,168,408,743,705,420,372
  └─ YOY Profit Growth %,-69%,-39%,83%,29%,29%,80%,0%,-27%,16%,42%,-17%,173%,-9%
EPS in Rs,1.65,1.76,5.17,1.41,2.14,2.99,4.88,0.96,2.33,4.25,4.03,2.40,2.11
Raw PDF,,,,,,,,,,,,,
