Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,159.21,157.98,157.09,156.20,93.55,104.10,160.58,110.24,93.80,95.70,101.60,86.24,83.56
  └─ YOY Sales Growth %,1.95%,-4.87%,-15.56%,4.87%,-41.24%,-34.11%,2.22%,-29.42%,0.27%,-8.07%,-36.73%,-21.77%,-10.92%
Expenses,142.82,139.71,139.44,137.99,73.42,86.66,141.29,94.19,77.88,83.38,87.82,75.18,71.67
  └─ Material Cost %,55.65%,55.14%,55.29%,54.27%,41.88%,45.49%,51.74%,47.27%,41.27%,52.31%,52.89%,50.06%,48.44%
  └─ Employee Cost %,11.76%,11.47%,11.77%,11.38%,15.10%,14.33%,11.99%,14.12%,15.47%,12.84%,12.17%,13.39%,14.13%
Operating Profit,16.39,18.27,17.65,18.21,20.13,17.44,19.29,16.05,15.92,12.32,13.78,11.06,11.89
OPM %,10.29%,11.56%,11.24%,11.66%,21.52%,16.75%,12.01%,14.56%,16.97%,12.87%,13.56%,12.82%,14.23%
Other Income,6.53,1.53,2.60,1.78,-3.96,-2.63,1.84,-0.79,-1.54,2.52,1.86,1.97,2.61
  └─ Exceptional items,0.00,0.00,0.00,0.00,-6.92,-4.05,0.00,-5.11,-4.53,0.00,0.00,-1.82,0.00
  └─ Other income normal,6.53,1.53,2.60,1.78,2.96,1.42,1.84,4.32,2.99,2.52,1.86,3.79,2.61
Interest,7.91,7.49,7.82,7.54,7.01,6.42,7.58,6.15,6.03,6.60,6.69,6.47,6.48
Depreciation,9.91,10.10,10.29,9.98,6.98,7.28,10.37,7.28,6.82,6.77,6.71,6.75,6.57
Profit before tax,5.10,2.21,2.14,2.47,2.18,1.11,3.18,1.83,1.53,1.47,2.24,-0.19,1.45
Tax %,15.88%,25.79%,16.82%,26.32%,52.75%,41.44%,26.73%,36.61%,39.22%,42.18%,25.89%,-5.26%,48.28%
Net Profit,4.29,1.65,1.79,1.82,1.03,0.65,2.33,1.16,0.92,0.85,1.67,-0.18,0.75
  └─ Exceptional items AT,0,0,0,0,-7,-4,0,-5,-5,0,0,-2,0
  └─ Profit excl Excep,4,2,2,2,8,5,2,6,5,1,2,2,1
  └─ Profit for PE,4,2,2,2,8,5,2,6,5,1,2,2,1
  └─ Profit for EPS,4,2,2,2,1,1,2,1,1,1,2,-0,1
  └─ YOY Profit Growth %,62%,-51%,-64%,-62%,85%,185%,30%,245%,-31%,-82%,-28%,-76%,-86%
EPS in Rs,2.38,0.92,0.99,1.01,0.57,0.36,1.27,0.63,0.50,0.46,0.91,-0.10,0.41
Raw PDF,,,,,,,,,,,,,
